"","Source","Target","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"2519","5010","5530",-0.123144940165814,"Sale of new and used motor vehicles","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",16
"2520","7470","5530",0.170567092782809,"Traditional cleaning services,Window cleaning services,Specialised cleaning services,Furnace and chimney cleaning services,Cleaning activities not elsewhere classified,Disinfecting and exterminating services","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",55
"2521","5248","5530",0.103789150271969,"Retail sale of photographic, optical and precision equipment, office supplies and equipment (incl. computers),Retail sale of sports goods, games and toys, stamps and coins, Retail sale of mobile telephones, Retail sale of floor coverings Other retail sale in specialised stores n.e.c., Other retail sale  in specialised stores n.e.c., Retail sale of jewellery, clocks and watches ,Retail sale in commercial art galleries,Retail sale by opticians","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA, NA, NA, NA","NA","NA, NA, NA, NA","NA",33
"2522","5242","5530",0.247721881549451,"Retail sale of adults' fur and leather clothing, children's and infants' clothing, other women's clothing, other men's clothing","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",52
"2523","6021","5530",-0.252472399787147,"Urban and suburban passenger railway transportation by underground, metro and similar systems, Other scheduled passenger land transport n.e.c.","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2524","7412","5530",-0.328890363652719,"Accounting and auditing activities,Book-keeping activities,Tax consultancy","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2525","7415","5530",-0.129889638279034,"Management activities of other non-financial holding companies,production holding companies, construction holding companies, wholesale holding companies, motor trades holding companies, retail holding companies, Management activities of transport holding companies, catering holding companies, service trades holding companies","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA, NA","NA","NA, NA","NA",30
"2526","6601","5530",-0.386759641953197,"Life insurance","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2527","6210","5530",-0.0283238186958025,"Scheduled passenger air transport,Other scheduled air transport","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2528","6603","5530",-0.451241546641887,"Non-life insurance","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2529","6720","5530",-0.326847296691139,"Activities auxiliary to insurance and pension funding","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2530","5530","5530",1,"Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",2474
"2531","5552","5530",0.751535196676261,"Catering","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",153
"2532","7460","5530",-0.135310449499745,"Security and related activities, Investigation activities","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA, NA","NA","NA, NA","NA",10
"2533","6330","5530",-0.0221833825330768,"Activities of travel agencies, organisers,tour guides,Other tourist assistance activities n.e.c.","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2534","8042","5530",-0.302804995957323,"Other adult and other education n.e.c., Activities of private training providers","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA, NA","NA","NA, NA","NA",10
"2535","7414","5530",-0.248856186663473,"Business and management consultancy activities, n.e.c., Public relations activities,Financial management,General management consultancy activities","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA, NA","NA","NA, NA","NA",10
"2536","7484","5530",-0.410229712660365,"","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","","NA","","NA",10
"2537","9271","5530",0.201696234106468,"Gambling and betting activities","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2538","5030","5530",-0.075395909330992,"Sale of motor vehicle parts and accessories","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2539","5511","5530",0.652919130113001,"","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","","NA","","NA",89
"2540","8022","5530",-0.347743108354158,"Technical and vocational secondary education","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2541","5246","5530",0.301062541677726,"Retail sale of hardware, paints and glass","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",15
"2542","7031","5530",-0.0152561942462819,"Real estate agencies","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2543","3320","5530",-0.101980031053599,"Manufacture of electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment, Manufacture of non-electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment, Manufacture of non-electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA, NA, NA","NA","NA, NA, NA","NA",10
"2544","7310","5530",-0.143321895231599,"Research and experimental development on natural sciences and engineering","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2545","7020","5530",-0.209627631937277,"Other letting of own property, Letting of conference and exhibition centres","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",11
"2546","6312","5530",-0.103998406154695,"Storage and warehousing of frozen and refrigerated goods, liquids or gases, Storage and warehousing of grain, Storage and warehousing n.e.c.","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2547","9262","5530",0.467983958275621,"Other sporting activities not elsewhere classified, Activities of racehorse owners","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA, NA","NA","NA, NA","NA",41
"2548","5147","5530",-0.104598853715613," Wholesale of photographic goods, Wholesale of other household goods n.e.c., Wholesale of furniture,jewellery, imitation jewellery, musical instruments, toys and games,travel and fancy goods","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA, NA","NA","NA, NA","NA",10
"2549","5245","5530",0.22532430323491,"Retail sale of electrical household appliances and radio and television goods","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2550","7440","5530",0.0398648010470497,"Planning, creation and placement of advertising activities, Advertising activities not elsewhere classified,Sale or leasing activities of advertising space or time","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
"2551","7222","5530",-0.290359610815342,"Other software consultancy and supply","Licensed restaurants,Unlicensed restaurants and cafes,Take-away food shops,Take-away mobile food stands","NA","NA","NA","NA",10
