StartIndst,FinalIndust,Counts
1543,1543,11
7420,2330,11
8532,9500,11
7415,5510,11
5248,5510,11
7032,7487,11
7260,5184,11
5540,7222,11
5212,7222,11
5211,4013,11
7523,8531,10
5510,8531,10
5010,8030,10
9252,8030,10
7487,8030,10
7222,8030,10
5248,8022,10
5511,8022,10
7414,8022,10
5552,8022,10
7440,7220,10
7310,7220,10
7415,2442,10
5211,2442,10
2122,2442,10
2420,2442,10
1771,2442,10
5511,5242,10
5231,5242,10
7413,5242,10
141,4521,10
6420,4521,10
7134,4521,10
1120,4521,10
8531,9305,10
7484,9305,10
9262,9305,10
9133,9305,10
6024,7511,10
5511,7511,10
8514,7511,10
6720,7511,10
9252,7511,10
2924,8010,10
130,8010,10
112,8010,10
6522,8010,10
1512,8010,10
4100,8010,10
6023,8010,10
3210,8010,10
2621,8010,10
2125,2121,10
5242,9261,10
8021,9261,10
9232,9261,10
8511,6024,10
5131,6024,10
5147,6024,10
5151,6024,10
5170,2524,10
3430,2524,10
1740,2524,10
6024,5170,10
5154,5170,10
2924,2912,10
5010,8532,10
5247,8532,10
7413,8532,10
5244,8532,10
9271,8532,10
7220,3320,10
7450,2840,10
5020,3430,10
5165,3430,10
2874,3430,10
1561,1582,10
5132,5222,10
7484,8512,10
6603,8512,10
9133,8512,10
7411,8512,10
3615,3614,10
5540,5030,10
3161,5030,10
2112,2521,10
6024,1551,10
8022,7415,10
7220,7415,10
5147,7415,10
5246,7415,10
7487,7415,10
7470,4525,10
5153,2612,10
9261,7420,10
8021,7420,10
7440,7420,10
9133,7420,10
113,7420,10
4542,7420,10
3220,7420,10
8531,5248,10
7420,5248,10
5224,5248,10
5050,5248,10
7133,5248,10
3340,5248,10
7414,5248,10
8511,5224,10
1772,1822,10
4010,5245,10
7511,5511,10
5540,2213,10
7487,2213,10
5050,5530,10
1513,5530,10
5020,7484,10
6024,7484,10
5010,7484,10
5156,7484,10
8042,7484,10
6323,7484,10
8010,130,10
121,130,10
7511,9000,10
7230,9000,10
5164,7450,10
7483,7450,10
2416,7450,10
7482,7450,10
3612,7450,10
3210,7450,10
5187,7450,10
7415,2523,10
2612,2523,10
7450,2523,10
7230,6420,10
7420,6603,10
7487,6603,10
7420,7440,10
5147,7440,10
5212,2222,10
7481,2222,10
5010,7470,10
141,7470,10
6512,7470,10
6021,7470,10
2213,8511,10
7483,8511,10
9302,8511,10
7260,8511,10
5010,7020,10
5248,5142,10
5212,5142,10
5116,5142,10
8010,5165,10
2924,5165,10
5211,5165,10
8512,7412,10
5511,7412,10
7470,7412,10
8030,6330,10
5248,6330,10
5212,6330,10
8531,9262,10
8022,9262,10
7411,9262,10
7511,4531,10
2924,4531,10
3120,4531,10
5165,4531,10
4523,4531,10
5147,5156,10
5540,6312,10
5139,6312,10
5552,9133,10
7511,7413,10
5248,7413,10
5153,5147,10
5261,5147,10
5184,5147,10
1822,5540,10
5165,5540,10
3002,2956,10
8512,6512,10
2222,6512,10
6312,6512,10
7470,7411,10
6601,7411,10
7220,5211,10
2524,5211,10
1772,5211,10
3663,5211,10
1582,5211,10
5153,5211,10
2213,5211,10
7132,5211,10
5132,5211,10
5262,5211,10
7222,5211,10
5147,5143,10
5211,5143,10
2524,2875,10
7450,2875,10
2811,2875,10
4521,5154,10
5242,5241,10
1740,5241,10
8532,7460,10
9262,7460,10
6411,7460,10
5211,5146,10
2416,5146,10
2621,5244,10
7521,7414,10
7011,7414,10
7524,7414,10
6523,7414,10
5242,8514,10
7415,8514,10
5552,8514,10
7523,8514,10
5242,8042,10
7415,8042,10
7420,8042,10
9262,8042,10
2852,4533,10
5010,4533,10
4525,4533,10
2956,3002,10
7511,6601,10
8511,6601,10
7411,6601,10
7420,7011,10
8030,6411,10
6412,6411,10
9262,6411,10
6512,6411,10
5552,6411,10
6512,5139,10
5248,7250,10
6512,7250,10
7011,7512,10
6420,7310,10
7414,7310,10
3220,7310,10
2441,7310,10
5530,7031,10
5511,5512,10
2451,2452,10
7415,3230,10
7450,3230,10
3110,3161,10
8532,7524,10
6420,7524,10
5552,7524,10
1589,1533,10
2523,2030,10
3612,2030,10
2010,2030,10
1589,1561,10
6512,6521,10
5211,9231,10
8010,9213,10
3110,3130,10
8010,5233,10
5131,7482,10
6521,6522,10
5211,4542,10
5530,6720,10
6330,6720,10
5164,6713,10
7411,6713,10
7513,6713,10
7222,6713,10
5511,5212,10
6603,6712,10
5211,9301,10
5211,7230,10
7260,7230,10
8010,1520,10
1533,1513,10
7414,5261,10
7487,7260,10
5211,6321,10
4531,4523,10
8531,9271,10
5552,9271,10
7450,6322,10
7415,2430,10
7487,5552,10
6411,7530,10
7260,7240,10
4521,7134,10
6024,5133,10
7414,9220,10
4010,9220,10
5242,7522,10
8010,6023,10
6330,6023,10
5020,7110,10
5540,7110,10
5211,7110,10
3130,3220,10
3120,2971,10
7415,2953,10
8010,5225,10
6330,2212,10
6512,2212,10
3120,2911,10
7522,3511,10
2811,2710,10
2732,2710,10
1754,1724,10
5242,6210,10
8010,6210,10
6323,6210,10
7450,7525,10
8531,7523,10
7484,6010,10
1421,1422,10
2622,2822,10
4512,4512,10
5248,2464,10
2222,7487,10
6330,7487,10
1421,7487,10
7450,5190,10
2952,5187,10
7484,7222,10
7310,7222,10
6024,9002,10
