StartIndust,FinalIndust,Counts
8010,7230,33
7415,5552,33
130,124,33
7132,7134,33
2661,1421,33
7450,3410,33
8010,2212,33
2416,2412,33
5117,5117,33
6511,6511,33
7450,5510,33
7440,7487,33
6512,7487,33
7485,7485,33
6420,7486,33
9262,8030,32
9133,8030,32
7522,8030,32
3002,7220,32
5261,5242,32
7415,7511,32
7522,7511,32
3530,2852,32
7450,5010,32
8531,7415,32
7440,7415,32
8511,7415,32
6512,5248,32
8511,5511,32
1597,1597,32
5146,7450,32
2030,2523,32
4010,6420,32
6024,7470,32
4523,7470,32
7522,8511,32
4534,4531,32
7411,5540,32
7413,6512,32
7511,7411,32
5245,5211,32
7487,5211,32
2852,2875,32
7415,5241,32
5241,5244,32
2414,2416,32
8511,6411,32
5138,5139,32
5153,2030,32
9232,9231,32
5211,5233,32
7450,7032,32
7450,6522,32
9133,6720,32
8030,9112,32
7530,7230,32
3410,3420,32
5212,5552,32
8010,7522,32
5540,7522,32
2512,2512,32
2951,2951,32
130,125,32
5242,5116,32
5248,5250,32
5137,5137,32
5552,5510,32
3002,5184,32
9000,9001,32
9001,9001,32
1730,5242,31
7032,4521,31
7310,7511,31
5147,8010,31
2940,2852,31
3210,3120,31
6330,7415,31
2811,4525,31
3320,7420,31
1120,7420,31
2125,2522,31
7415,2213,31
5030,7450,31
6601,7450,31
5246,7450,31
1581,7470,31
6312,6340,31
9261,8511,31
7412,8511,31
7460,8511,31
6601,8511,31
7031,8511,31
3210,5165,31
7487,7412,31
6220,6330,31
7484,7483,31
8010,7413,31
7450,5147,31
7484,5211,31
7310,5146,31
7511,6411,31
6024,5139,31
4521,2030,31
7412,6523,31
2416,2413,31
7011,7032,31
2030,4542,31
6110,6322,31
1532,1532,31
5540,5246,31
9000,4100,31
5211,5133,31
9211,9220,31
2442,2441,31
2523,4545,31
7415,1589,31
5211,1589,31
3320,3210,31
6330,6210,31
7530,7523,31
7511,8041,31
6711,6711,31
5242,5510,31
2213,7222,31
5165,7222,31
7415,8531,30
5511,8030,30
7411,8030,30
5211,7220,30
5244,5242,30
7430,7511,30
3430,8010,30
5224,8010,30
2213,8010,30
6601,8010,30
2960,3530,30
7470,6024,30
2862,2852,30
7530,8532,30
3614,3320,30
8030,8512,30
2416,2521,30
6512,7415,30
8010,5224,30
5540,5245,30
7415,5530,30
6512,7484,30
5211,7484,30
5212,5231,30
5164,6420,30
2112,2222,30
6411,8511,30
9271,8511,30
7484,7020,30
7134,5165,30
8511,7412,30
7222,7412,30
7450,4531,30
8021,9133,30
2222,2211,30
7450,7413,30
5540,7413,30
7484,5540,30
2924,2956,30
5242,7411,30
3320,3310,30
6720,5211,30
7530,5211,30
7414,8042,30
5020,4533,30
3230,3002,30
3530,3161,30
8030,7524,30
5131,1533,30
6522,6523,30
5231,5233,30
3320,7482,30
6601,6522,30
5540,6720,30
7230,6713,30
1520,1513,30
7450,7260,30
7511,7522,30
5010,7110,30
1513,1511,30
1512,1589,30
7220,7210,30
5212,5145,30
3542,3542,30
7450,4020,30
6330,6220,30
8531,7487,30
4521,7487,30
8030,7222,30
3002,7222,30
8030,7220,29
5241,5242,29
9305,4521,29
6412,8010,29
5211,9261,29
2956,2852,29
7411,8532,29
8010,5010,29
7484,5010,29
3410,5010,29
3530,7415,29
6420,7415,29
5165,7415,29
3530,7420,29
7411,7420,29
7415,5248,29
6312,5248,29
5540,5247,29
5211,5227,29
5211,7140,29
7220,7450,29
8010,6603,29
5510,8511,29
8030,7020,29
7415,5164,29
8010,4531,29
6420,4531,29
5247,2211,29
5245,5540,29
8021,5540,29
3430,5211,29
6412,5211,29
7411,7414,29
7484,7031,29
7525,7524,29
5248,5243,29
7420,6720,29
7484,6720,29
6601,6712,29
7450,5261,29
7230,7240,29
7511,9251,29
3530,3511,29
2732,2732,29
5119,5119,29
1725,1725,29
1722,1722,29
7420,1120,29
9220,9211,29
2662,2662,29
2320,1110,29
5182,5182,29
5211,7486,29
7415,8030,28
7020,8030,28
5530,7511,28
7525,7511,28
7440,8010,28
2875,2852,28
7310,3320,28
6512,7420,28
8010,5153,28
4521,4550,28
8010,2213,28
6110,7484,28
5247,7450,28
1581,7450,28
7020,7450,28
7486,7450,28
7260,6420,28
2121,2222,28
9271,7470,28
3230,3162,28
5540,7412,28
5242,6330,28
4521,9262,28
8021,9262,28
7420,5540,28
6411,5540,28
6720,5540,28
3120,3110,28
5222,5211,28
7413,5211,28
4531,2922,28
1822,1824,28
7487,7460,28
5242,7414,28
2442,2416,28
7484,8042,28
3210,3230,28
2224,2225,28
4523,6321,28
7450,4100,28
7450,9220,28
7310,2451,28
7420,7430,28
8514,7430,28
1587,1589,28
2923,2953,28
4531,3330,28
130,123,28
1411,1411,28
1585,1585,28
9261,5510,28
5188,5188,28
7222,7221,28
4011,4011,28
7487,7486,28
9000,9003,28
5540,8022,27
8511,2442,27
8532,5242,27
8531,4521,27
8512,7511,27
7484,7511,27
9303,8010,27
5540,6024,27
7121,6024,27
7460,6024,27
5212,6024,27
2430,2466,27
7450,3320,27
5030,3430,27
2924,3430,27
2523,2521,27
1582,7415,27
2452,7415,27
1771,7415,27
7420,4525,27
7430,7420,27
7450,5153,27
7450,8021,27
6512,2213,27
6512,5530,27
2222,7450,27
5139,7450,27
7512,7450,27
1513,7450,27
9262,7470,27
6021,8511,27
5246,8511,27
5212,7412,27
8010,6330,27
7470,9262,27
7415,4531,27
8531,9133,27
8042,9133,27
5147,2211,27
5010,5540,27
5246,6512,27
2222,5211,27
7524,5211,27
5540,7460,27
7450,5146,27
5540,9302,27
4531,7414,27
6713,7414,27
5248,8514,27
5211,4533,27
8010,6601,27
8010,7011,27
7415,6411,27
8021,7512,27
4100,7512,27
7523,7524,27
4533,2923,27
7450,7230,27
1110,2320,27
5211,5261,27
5164,7260,27
5521,5521,27
7450,9271,27
7134,9271,27
1512,124,27
6512,7530,27
5530,5246,27
2213,9220,27
4010,9220,27
2466,2451,27
4521,4534,27
7411,7523,27
8511,5250,27
1421,1412,27
7420,2330,27
7450,4013,27
7450,7486,27
2940,2941,27
4021,4022,27
5248,8531,26
7484,8531,26
6720,7220,26
8030,5242,26
8532,4521,26
1010,4521,26
8030,9305,26
7420,9305,26
7460,7511,26
9251,7511,26
8513,8010,26
1581,8010,26
4533,8010,26
2452,8010,26
7420,3530,26
7415,2661,26
2840,2852,26
5511,8532,26
2852,2924,26
5030,7415,26
2222,7415,26
7132,7415,26
7450,4525,26
3430,7420,26
4525,7420,26
5248,7420,26
4521,5153,26
7470,5248,26
7220,7484,26
6522,7450,26
7230,7450,26
5261,7450,26
5540,7440,26
9301,7470,26
7487,7470,26
7483,8511,26
3210,3162,26
5147,5164,26
7210,5164,26
7415,7412,26
5248,9262,26
7415,6312,26
5170,5147,26
7415,5147,26
7484,5147,26
6603,5540,26
7020,5540,26
7413,5540,26
5246,5540,26
6024,7121,26
4550,7132,26
5243,6512,26
5030,5211,26
7414,5211,26
6021,5211,26
1589,5211,26
8532,5146,26
5147,5244,26
5540,5244,26
8042,7512,26
7511,7310,26
2441,7310,26
6603,7031,26
3220,3230,26
3430,3161,26
7511,9253,26
8511,6021,26
2414,2413,26
5145,5233,26
6411,7032,26
3612,4542,26
7486,6720,26
5242,6713,26
6603,6713,26
7031,6713,26
7414,7260,26
5530,9271,26
5522,5523,26
8511,5246,26
7415,5133,26
2233,2233,26
3230,2971,26
5211,2212,26
2452,5145,26
6512,6210,26
5163,5163,26
9234,9234,26
6323,6220,26
5116,5116,26
7415,7222,26
7484,7222,26
7221,7221,26
4521,8030,25
9261,8030,25
5247,8030,25
6420,7220,25
4550,4521,25
7020,7511,25
6411,7511,25
4531,8010,25
5523,8010,25
8511,9261,25
1581,6024,25
6021,6024,25
2852,2524,25
2522,2524,25
7523,8532,25
3611,3614,25
5211,5030,25
8511,5010,25
5165,5010,25
3320,3120,25
5211,1551,25
8532,7415,25
8010,8513,25
9305,7420,25
5212,7420,25
9262,5248,25
5261,5248,25
5242,1822,25
5142,1822,25
7450,5245,25
5551,8021,25
8532,5530,25
8532,7484,25
111,130,25
7484,1581,25
2852,7450,25
7484,6603,25
7484,7470,25
7413,8511,25
7470,7020,25
5211,7020,25
7450,5164,25
9272,9262,25
5552,9262,25
7512,9133,25
7487,7413,25
5212,5147,25
2862,2956,25
5010,6512,25
5511,6512,25
7524,7411,25
5212,7411,25
7020,5211,25
9301,5211,25
3613,5244,25
9305,7414,25
5248,7414,25
5139,5138,25
8010,5139,25
5190,5139,25
7487,7310,25
2320,3161,25
3120,3130,25
5242,5233,25
5170,5233,25
6713,6720,25
5211,6713,25
8030,5212,25
8532,5212,25
7412,6712,25
7470,9271,25
6420,9220,25
5132,1511,25
7450,6323,25
2952,3410,25
8010,5551,25
5233,5145,25
5211,6210,25
7450,7523,25
1421,1411,25
5111,5111,25
9262,5510,25
3110,5187,25
5511,8531,24
7415,5020,24
8010,7220,24
9262,4521,24
4521,9305,24
7521,7511,24
5552,7511,24
5030,8010,24
5153,8010,24
1513,8010,24
9232,8010,24
7415,2121,24
7450,2524,24
3430,2852,24
9261,8532,24
2862,2940,24
3340,3320,24
3430,2840,24
5242,8512,24
5530,5010,24
6512,5010,24
2524,3120,24
4533,7415,24
2611,2612,24
3120,7420,24
7032,7420,24
7222,7420,24
5170,5153,24
2030,5153,24
8010,5245,24
5143,5245,24
8010,5050,24
2931,5166,24
7222,2213,24
9305,7484,24
8511,7484,24
7230,9000,24
9305,7450,24
2524,7450,24
2523,7450,24
7413,7450,24
5242,6603,24
7031,6603,24
2224,2222,24
5211,2222,24
9133,7470,24
1822,8511,24
7487,8511,24
7414,7020,24
8030,9131,24
8021,9131,24
3220,5165,24
5242,7412,24
8514,5540,24
7522,5540,24
5552,6512,24
8511,3310,24
7411,5211,24
3614,5244,24
3210,3002,24
8531,7512,24
8512,7512,24
5551,7512,24
7412,7031,24
5540,7031,24
7411,7031,24
3162,3230,24
5212,7524,24
8511,7032,24
6523,6720,24
5247,5212,24
5231,5212,24
7414,6712,24
7222,7230,24
6420,7260,24
7032,5552,24
1589,124,24
3430,2914,24
4010,4100,24
2663,1421,24
2222,2125,24
7415,2911,24
3410,2911,24
2911,3520,24
7484,6010,24
2232,2232,24
2470,2470,24
1716,1716,24
8511,5510,24
5248,7487,24
7413,7487,24
7260,7487,24
6720,7486,24
5212,7486,24
7523,8531,23
5540,5020,23
7415,7220,23
4010,7220,23
2524,2442,23
5552,5242,23
7132,4521,23
7031,4521,23
2923,4521,23
4100,4521,23
9271,7511,23
2524,8010,23
5170,8010,23
7260,8010,23
5225,8010,23
6110,6024,23
2852,2912,23
5244,3611,23
7420,3320,23
3230,3320,23
2840,3430,23
5224,1582,23
5248,5010,23
7412,7415,23
5211,5153,23
5552,5511,23
6340,6412,23
5540,7484,23
7411,7484,23
7470,9000,23
4100,9000,23
3530,7450,23
9261,7450,23
5243,7450,23
7020,7470,23
7414,7470,23
5247,8511,23
5147,8511,23
7420,7020,23
3320,3162,23
7430,5164,23
6522,7412,23
5212,9262,23
2812,2811,23
2030,2811,23
7470,9133,23
8010,5147,23
2222,5147,23
5156,5147,23
2524,2513,23
9302,5540,23
8042,5540,23
5233,5540,23
2952,2956,23
6603,7411,23
2122,3310,23
1513,5211,23
6024,7460,23
5211,9302,23
7450,5244,23
7470,7414,23
2420,2416,23
2951,3001,23
7487,8514,23
7222,8042,23
7420,4533,23
7412,6601,23
7470,6411,23
8010,9231,23
6713,6523,23
5212,5243,23
5241,5212,23
5138,1520,23
8010,7260,23
5211,7260,23
7450,4523,23
1552,1512,23
2121,2112,23
1711,1711,23
5113,5113,23
501,501,23
1596,5134,23
7524,7523,23
9262,6120,23
5134,1591,23
6024,7487,23
6603,7222,23
6601,7222,23
7450,9002,23
8512,8531,22
6512,8531,22
5250,8531,22
7487,8531,22
7412,8030,22
9112,8030,22
7412,7220,22
7210,7220,22
5231,2442,22
2122,2442,22
5233,5242,22
5510,5242,22
8030,4521,22
5248,4521,22
4524,4521,22
6330,7511,22
3530,8010,22
141,8010,22
6312,8010,22
9213,8010,22
5233,8010,22
9232,9261,22
2416,2524,22
4521,2852,22
4531,2852,22
5165,5170,22
7420,8532,22
3430,3611,22
1531,1582,22
5114,2952,22
5248,8512,22
7470,8512,22
5165,5030,22
2956,2924,22
2953,2924,22
5040,5010,22
7415,3120,22
7132,4525,22
5212,5153,22
7511,5248,22
5010,5248,22
1582,5224,22
9262,8021,22
7020,5511,22
7511,5530,22
7440,7484,22
5156,7484,22
5151,7484,22
7450,1581,22
7511,9000,22
2213,7450,22
6340,7450,22
9220,7450,22
9220,6420,22
6522,6603,22
6420,7440,22
2222,7440,22
7487,7440,22
5248,7470,22
5511,7470,22
7450,6340,22
6311,6340,22
9305,8511,22
6420,8511,22
5244,8511,22
4531,3162,22
1823,5142,22
5248,112,22
6603,7412,22
5242,9262,22
4010,4531,22
4525,2811,22
5211,7413,22
5164,5147,22
2211,5147,22
5244,5147,22
2464,5147,22
6420,5540,22
7414,5540,22
7110,7121,22
2524,3110,22
7450,7132,22
9261,6512,22
9133,6512,22
6720,7411,22
5222,5132,22
2874,5154,22
2030,5244,22
8022,7414,22
5010,7414,22
5530,7414,22
5212,7414,22
9133,8042,22
7414,7011,22
5164,7250,22
7011,7031,22
8021,7524,22
7460,7524,22
9133,9253,22
5020,6021,22
7415,6021,22
6713,6522,22
6411,5212,22
7420,7230,22
7414,7230,22
8010,5261,22
6010,6321,22
7511,4523,22
7487,1600,22
5211,5523,22
5242,5246,22
7220,3220,22
3001,3220,22
2924,2953,22
2911,3410,22
5142,1771,22
5540,7523,22
8532,7513,22
5112,5112,22
7511,7514,22
6120,6120,22
5212,5510,22
7511,7487,22
6420,7487,22
8042,7487,22
5154,5187,22
5185,5184,22
2911,7222,22
5184,5185,22
9131,8531,21
7440,8030,21
9231,8030,21
3320,7220,21
6312,5242,21
5552,4521,21
7470,9305,21
9252,7511,21
3320,8010,21
7140,8010,21
2211,8010,21
3220,3530,21
5147,6024,21
7132,6024,21
8010,5170,21
5154,5170,21
6420,8532,21
2751,3430,21
7511,8512,21
7450,5030,21
7484,2521,21
8030,7415,21
2661,7415,21
7460,7415,21
7011,7415,21
2451,7415,21
8532,5248,21
5511,5248,21
5530,5245,21
5010,5050,21
5242,8021,21
7470,7140,21
6412,7450,21
9133,7450,21
5143,7450,21
5244,7450,21
4533,7450,21
7530,7450,21
4544,2523,21
7412,6420,21
6713,6603,21
2213,7440,21
5147,2222,21
5243,7470,21
5211,6340,21
6720,8511,21
5261,8511,21
5250,8511,21
1771,5142,21
130,112,21
6420,5165,21
7031,7412,21
6512,6330,21
7484,6312,21
5117,6312,21
7450,2811,21
7450,9133,21
6512,9133,21
5050,5540,21
1581,5540,21
5147,5540,21
5243,5540,21
7415,2414,21
6411,6512,21
6210,6512,21
5510,6512,21
6420,5211,21
8514,5211,21
5262,5211,21
5170,5154,21
5144,5154,21
8511,7460,21
5530,5244,21
9262,7414,21
7031,7414,21
2413,2416,21
7220,8042,21
7487,8042,21
9133,4533,21
8531,7011,21
7525,6411,21
5211,7512,21
5147,7310,21
7487,7031,21
113,113,21
2924,2923,21
2913,2923,21
4521,4522,21
5540,5233,21
9301,7032,21
2812,4542,21
7484,6712,21
6512,7230,21
5132,1513,21
5147,5261,21
7230,7260,21
5165,9272,21
2462,2430,21
7511,5552,21
5551,5552,21
5212,7530,21
7450,4010,21
7511,7430,21
5146,2441,21
2971,3210,21
1412,1412,21
8010,7513,21
123,123,21
9305,7487,21
5212,7487,21
9251,7222,21
3220,5186,21
9305,8531,20
7032,8531,20
7524,8030,20
7530,8030,20
5050,5020,20
2971,7220,20
8531,5242,20
7460,4521,20
5212,4521,20
5211,9305,20
9112,8010,20
9002,8010,20
7415,3530,20
8531,9261,20
6512,9261,20
2873,2524,20
5170,2524,20
3430,2524,20
2743,2743,20
1589,1582,20
5211,5222,20
2923,2924,20
5242,5010,20
5263,1551,20
7220,7415,20
5164,7415,20
5242,7420,20
8532,7420,20
6720,7420,20
5147,5153,20
8030,5248,20
9131,8021,20
6512,8021,20
7511,5511,20
9262,5511,20
5211,2213,20
8531,5530,20
1581,5530,20
5242,6412,20
6713,7484,20
8010,5231,20
2442,7450,20
3120,7450,20
5165,7450,20
7250,7450,20
7260,7450,20
3410,7450,20
5153,2523,20
5212,6420,20
7487,6420,20
8514,6603,20
5242,7440,20
8010,2222,20
8022,7470,20
5224,8511,20
7415,7020,20
1824,5142,20
5165,5164,20
7140,5144,20
8511,9131,20
9133,9262,20
5540,4531,20
5165,7413,20
5153,5147,20
5030,5540,20
5244,5540,20
7487,5540,20
3663,2414,20
2413,2414,20
1511,5132,20
7412,5211,20
7031,5211,20
3220,5143,20
2852,2922,20
2952,2922,20
7484,7460,20
2621,5244,20
7020,7414,20
2524,2416,20
2222,2123,20
6603,8042,20
5540,4533,20
5540,6601,20
6713,6601,20
5212,6411,20
8532,7031,20
6024,6021,20
6522,6521,20
8030,9231,20
7450,6523,20
7414,6523,20
5540,9213,20
5552,7032,20
7487,7032,20
5540,5243,20
4544,4542,20
6712,6720,20
7511,5212,20
7460,5212,20
2522,2872,20
7415,4523,20
6321,4523,20
8532,5552,20
6512,5552,20
5510,5552,20
8010,5523,20
5540,7134,20
8030,7522,20
8511,7522,20
2452,2451,20
3002,3220,20
8010,4545,20
5050,5151,20
7450,3210,20
3230,3210,20
5211,9303,20
4521,3520,20
5211,7525,20
7310,7320,20
7415,5510,20
8511,7222,20
7240,7222,20
7486,7222,20
5187,5186,20
7524,8531,19
9261,8022,19
5551,8022,19
6512,4521,19
5510,4521,19
7487,9305,19
6713,8010,19
9220,8010,19
7486,8010,19
6323,3530,19
5511,9261,19
5530,9261,19
7470,9261,19
2912,2852,19
7450,2852,19
5248,5170,19
9272,8532,19
3530,3430,19
3430,2521,19
2442,7415,19
7110,7415,19
4100,7420,19
5552,5248,19
1586,1584,19
2872,2522,19
7412,5511,19
5511,7484,19
6712,7484,19
8010,1581,19
7140,7450,19
4542,2523,19
7411,6603,19
7414,6603,19
7484,7440,19
9305,7470,19
5010,7470,19
6411,7470,19
8514,7020,19
5116,5142,19
7415,5165,19
3410,5165,19
5114,5165,19
7440,6330,19
2852,4531,19
3320,4531,19
3110,4531,19
5165,6312,19
7414,6312,19
3430,2811,19
2722,2811,19
8030,7413,19
8022,5540,19
6024,5540,19
7412,5540,19
7524,5540,19
5225,5540,19
2852,2956,19
2940,2956,19
7440,6512,19
5261,6512,19
8022,5211,19
9305,5211,19
7140,5211,19
2452,5211,19
2840,2875,19
2811,2875,19
6512,7460,19
5212,7460,19
3543,3543,19
7460,7414,19
2123,7414,19
7310,7414,19
6712,7414,19
5261,7414,19
7470,8514,19
7020,8514,19
2852,4533,19
7511,6601,19
7414,6601,19
6522,6601,19
7450,5139,19
5212,5139,19
7430,7310,19
7320,7310,19
4521,7031,19
7415,3230,19
5010,7524,19
1520,1533,19
7484,6523,19
5212,5233,19
6512,7032,19
7511,6522,19
5211,6522,19
5245,5212,19
6522,6712,19
1551,1513,19
5139,1513,19
7420,7260,19
4525,4523,19
8511,9271,19
5144,2430,19
5242,5552,19
2464,2112,19
7470,2420,19
1594,1594,19
5121,1571,19
7450,7430,19
3120,2971,19
2451,1589,19
3120,3210,19
7522,3511,19
8010,9232,19
6411,7525,19
6322,6220,19
6021,6010,19
2622,2822,19
4521,4524,19
202,202,19
5248,2464,19
2411,2411,19
7411,7487,19
6720,7487,19
5147,7222,19
7310,7222,19
5143,5186,19
7511,7485,19
6312,7486,19
9262,8531,18
9271,8531,18
9305,8030,18
5245,8030,18
5040,5020,18
5530,4521,18
8042,4521,18
5246,4521,18
7414,9305,18
6024,7511,18
6420,7511,18
4523,7511,18
2852,8010,18
8520,8010,18
5143,8010,18
9301,8010,18
7514,8010,18
3430,3530,18
8030,9261,18
5153,6024,18
5139,6024,18
2513,2524,18
5147,5170,18
5165,2912,18
7484,3320,18
2932,3320,18
2875,2840,18
5211,1582,18
2523,2812,18
2922,2952,18
7415,8512,18
6512,8512,18
7415,2521,18
5153,7415,18
5511,7415,18
3230,7415,18
6523,7415,18
5530,7420,18
6420,7420,18
7440,7420,18
4533,7420,18
2523,5153,18
2010,5153,18
5530,5224,18
1551,1584,18
4521,8021,18
7524,8021,18
8531,5511,18
7470,5511,18
7484,2213,18
130,141,18
5224,5530,18
5248,7484,18
7031,7484,18
8511,5231,18
9212,7140,18
6024,9000,18
6021,7450,18
7430,7450,18
2212,7450,18
2521,2523,18
5242,6420,18
6712,6603,18
8030,7440,18
5211,7440,18
2212,7440,18
2213,2222,18
5540,2222,18
2125,2222,18
5144,7470,18
5244,7470,18
7140,8511,18
5243,8511,18
5010,7020,18
8531,9131,18
2912,5165,18
6210,6330,18
5511,9262,18
6120,9262,18
5510,9262,18
8010,6312,18
6412,6312,18
8030,2211,18
7511,7413,18
8511,7413,18
7220,5147,18
7440,5540,18
5134,5540,18
3320,2956,18
6024,7132,18
2452,6512,18
9220,6512,18
7486,6512,18
7415,7411,18
2121,5211,18
2524,5211,18
7512,5211,18
5523,5211,18
5190,5211,18
7486,5211,18
5211,5154,18
5187,5154,18
7415,7460,18
7522,7460,18
5212,9302,18
2464,3001,18
6603,8514,18
5146,8514,18
5530,8042,18
6512,8042,18
5010,4533,18
4534,4533,18
3320,3002,18
1513,5139,18
8532,7310,18
7414,7310,18
5242,7524,18
7511,6021,18
7470,6523,18
6024,5155,18
8531,7032,18
7411,6720,18
8531,5212,18
9262,5212,18
5233,5212,18
7414,9112,18
7511,7230,18
8010,1513,18
2840,5261,18
6512,7260,18
5248,9271,18
5224,5552,18
9262,5552,18
8532,7530,18
4521,7134,18
4200,4100,18
7487,2663,18
9112,9120,18
2414,2441,18
3320,2971,18
4531,4534,18
7450,1589,18
5211,5225,18
5211,3410,18
3110,2911,18
1571,1572,18
1822,1771,18
2733,2733,18
7460,7523,18
1724,1725,18
2461,2461,18
1562,1562,18
4550,2651,18
1421,1422,18
2310,2310,18
8531,5510,18
8532,5510,18
7415,7487,18
7470,7487,18
9262,7487,18
9231,7487,18
7032,7487,18
7450,5187,18
5212,7222,18
6420,8030,17
9131,8030,17
6330,8030,17
7413,8030,17
7031,8030,17
9252,8030,17
7222,8030,17
7470,8022,17
7414,8022,17
7450,5020,17
7415,2442,17
5211,2442,17
9302,5242,17
5242,4521,17
6420,4521,17
7412,4521,17
6321,4521,17
7484,9305,17
142,9305,17
5010,7511,17
5551,7511,17
5227,8010,17
5142,8010,17
2811,8010,17
1520,8010,17
3210,8010,17
2222,2121,17
9000,6024,17
5151,6024,17
7450,2912,17
2852,2940,17
7220,3320,17
2913,3320,17
2811,2812,17
5212,8512,17
7511,5010,17
9133,5010,17
3161,3120,17
7511,7521,17
5020,7415,17
7020,7415,17
2971,7415,17
7011,7420,17
5248,5153,17
5144,5153,17
5152,5153,17
4521,1010,17
5510,5248,17
1771,1822,17
9133,8021,17
5212,8021,17
5512,5511,17
5530,5247,17
9261,5530,17
8010,6412,17
6312,6412,17
6024,7484,17
3614,7450,17
5156,7450,17
7110,7450,17
7511,6420,17
5261,7440,17
9261,7470,17
8514,7470,17
5540,6340,17
9131,8511,17
3310,3162,17
5170,5142,17
3002,5164,17
7511,9131,17
2924,5165,17
5511,6330,17
7484,6330,17
5165,4531,17
5212,4531,17
5010,9133,17
5248,7413,17
1533,5131,17
5245,5147,17
5224,5540,17
3002,3110,17
3210,3110,17
5244,6512,17
7487,7411,17
5146,3310,17
1584,5211,17
4531,5211,17
7481,5211,17
2320,5211,17
1511,5211,17
3410,5211,17
2212,5211,17
2524,2875,17
3162,7460,17
3611,5244,17
7011,7414,17
7512,7414,17
6522,7414,17
5242,8514,17
6512,8514,17
8042,8514,17
7031,7011,17
6024,6411,17
8010,7310,17
5242,7031,17
6601,7031,17
2953,2923,17
3614,2030,17
5540,6021,17
6601,6523,17
5211,9213,17
7415,7032,17
7460,7032,17
2523,4542,17
7487,5212,17
8010,9112,17
7140,9301,17
5211,1513,17
5212,5261,17
7450,7530,17
8030,9220,17
7440,9220,17
7487,7430,17
4542,4534,17
1551,1589,17
5244,2621,17
7440,2212,17
5540,2212,17
3520,2911,17
7260,7210,17
7420,4511,17
2735,2735,17
1594,5134,17
2732,2710,17
8030,9252,17
4521,7525,17
2822,2622,17
4511,2330,17
501,502,17
4531,7487,17
5147,5190,17
5211,5190,17
3110,7222,17
6720,7222,17
6713,7222,17
7486,4013,17
7222,7486,17
7414,8531,16
5510,8531,16
3320,8030,16
6603,8030,16
6411,8030,16
9271,8030,16
7524,8022,16
7522,7220,16
3220,7220,16
9261,5242,16
5245,5242,16
9261,4521,16
7524,4521,16
5248,9305,16
5540,9305,16
5247,7511,16
8514,7511,16
2742,8010,16
9302,8010,16
4010,8010,16
6323,8010,16
9500,8010,16
5190,8010,16
5248,9261,16
130,6024,16
5155,2466,16
7415,2524,16
2875,2524,16
2524,2852,16
1822,1772,16
7412,8532,16
7413,8532,16
7460,8532,16
7031,8532,16
2212,8532,16
7415,3611,16
7415,3320,16
5020,3430,16
2742,2812,16
2852,2952,16
8513,8512,16
6603,8512,16
5165,2924,16
7420,3120,16
6024,1551,16
9262,7415,16
4531,7415,16
5147,7415,16
6021,7415,16
5263,7415,16
5211,8513,16
8021,7420,16
6603,7420,16
3220,7420,16
2811,5153,16
8512,5248,16
5224,5248,16
5242,5245,16
7415,8021,16
6330,5511,16
8010,141,16
5010,5530,16
6420,7484,16
2222,7484,16
6330,7484,16
7460,7484,16
5211,8520,16
5164,7450,16
2811,7450,16
7483,7450,16
6523,7450,16
7032,7450,16
7513,7450,16
2612,2523,16
7450,2523,16
5530,6420,16
5186,6420,16
5248,6603,16
7420,7440,16
5248,7440,16
5212,2222,16
5030,7470,16
5165,7470,16
8042,7470,16
5010,8511,16
1581,8511,16
6330,8511,16
3310,8511,16
7011,8511,16
7230,8511,16
2212,8511,16
8021,7020,16
7420,3162,16
7260,5164,16
2940,5165,16
5540,5165,16
9133,7412,16
7511,6330,16
6720,6330,16
5212,6330,16
2852,2862,16
5030,6312,16
5540,6312,16
7524,9133,16
7320,7413,16
5144,5147,16
5020,5540,16
9305,5540,16
6312,7132,16
5030,6512,16
8021,6512,16
6312,6512,16
7460,6512,16
1772,5211,16
5132,5211,16
1824,5211,16
5245,5143,16
7450,5143,16
5157,3710,16
9271,7460,16
5552,7460,16
7523,7460,16
7470,5244,16
2521,2416,16
7415,2416,16
7523,8514,16
7415,8042,16
7414,4533,16
7031,6601,16
5010,6411,16
6512,6411,16
5552,6411,16
5248,7250,16
9261,7512,16
9133,7512,16
7011,7512,16
3220,7310,16
8511,7031,16
7415,7524,16
7420,7524,16
6411,7524,16
8010,9253,16
2710,2030,16
7470,6021,16
7460,6021,16
5530,9213,16
2466,5155,16
8010,5233,16
6603,6522,16
8511,6720,16
5030,5212,16
7420,5212,16
8021,5212,16
7411,6712,16
7260,7230,16
5530,5261,16
7415,7260,16
8010,6321,16
7450,6321,16
5242,9271,16
6512,9271,16
6340,6322,16
2614,2430,16
2666,2666,16
5540,5523,16
7450,5246,16
5147,5246,16
9272,7134,16
7511,4100,16
7420,4100,16
6312,5133,16
2123,2112,16
6512,9220,16
2212,9220,16
2414,2420,16
5020,7522,16
6603,7430,16
8010,6022,16
3120,2911,16
6321,3520,16
5114,7210,16
5153,2010,16
5540,6210,16
6340,6311,16
5115,5115,16
2751,2721,16
1752,1752,16
3630,3630,16
2741,2741,16
8531,9500,16
5248,5510,16
6330,7487,16
5510,7487,16
5186,5187,16
5242,7222,16
3210,5186,16
4521,4013,16
5211,4013,16
5247,8531,15
7460,8030,15
6720,8030,15
9220,8030,15
6603,5020,15
7470,5020,15
7440,7220,15
7310,7220,15
7484,2442,15
