"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"185","5630","4711",0.178908921597992,"Beverage serving","Food, beverages, tobacco mainly","Food, beverage service","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",108
"186","4931","4711",-0.530140855397522,"Urban/suburban passenger transport","Food, beverages, tobacco mainly","Land, pipeline transport","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",10
"187","6820","4711",-0.506545384541342,"Renting, operating own or leased ","Food, beverages, tobacco mainly","Real estate activities","Non specialised retail stores","Business services ","Wholesale and retail,motor vehicle repair,sale of fuel",14
"188","4511","4711",-0.384070766081884,"Sale of cars, light motor vehicles","Food, beverages, tobacco mainly","Motor vehicle/cycle trade, repair","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",14
"189","8010","4711",-0.30686069723057,"Private security","Food, beverages, tobacco mainly","Security, investigation activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",18
"190","6202","4711",-0.5703378182062,"Consultancy activities","Food, beverages, tobacco mainly","Computer programming, consultancy","Non specialised retail stores","Information and Communication","Wholesale and retail,motor vehicle repair,sale of fuel",10
"191","4941","4711",-0.186481332946105,"Road freight transport","Food, beverages, tobacco mainly","Land, pipeline transport","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",26
"192","5320","4711",-0.436704725390512,"Other","Food, beverages, tobacco mainly","Postal, courier activities","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",14
"193","8810","4711",-0.362545882071618,"Elderly, disabled","Food, beverages, tobacco mainly","Non residential social work","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",26
"194","8790","4711",-0.568646441344535,"Other","Food, beverages, tobacco mainly","Residential care activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",16
"195","9200","4711",-0.0612603965510269,"Gambling, betting activities","Food, beverages, tobacco mainly","Gambling, betting","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",20
"196","7022","4711",-0.499824880480928,"Business, other management","Food, beverages, tobacco mainly","Head offices; mgment consultancy","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",13
"197","8532","4711",-0.424442886511516,"Technical, vocational secondary","Food, beverages, tobacco mainly","Education","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",15
"198","5510","4711",0.186641120576912,"Hotels and similar","Food, beverages, tobacco mainly","Accommodation","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",55
