Id,Label,timeset,east,east midlands,london,north east,north west,scotland,south east,south west,wales,west midlands,yorkshire and the humber,total,description,log_east,log_east_midlands,log_london,log_north_east,log_north_west,log_scotland,log_south_east,log_south_west,log_wales,log_west_midlands,log_yorkshire_and_the_humber,log_total,%total,%total north west,%total london,lq north west,lq london,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,mainindustry,mainactivity,subactivity,componentnumber,Degree,Weighted Degree,clustering,triangles,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
2550,,,900,1250,125,2000,1250,500,1250,700,225,9000,2500,19700,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",9.813781,10.287712,6.965784,10.965784,10.287712,8.965784,10.287712,9.451211,7.813781,13.135709,11.287712,14.265908,0.000691,0.000399,0.000026,0.577341,0.036997,75,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,All other Manufacturing,Other fabricated metal products,"Forging, pressing, roll-forming etc",2,2,1.743941,1,1,0.064336,5,0.351562,0.378565,0
2562,,,9000,11000,3500,5000,13000,8000,14000,10000,5000,14000,9000,101500,Machining,13.135709,13.425216,11.773139,12.287712,13.666224,12.965784,13.773139,13.287712,12.287712,13.773139,13.135709,16.63112,0.003559,0.004147,0.000715,1.165377,0.201061,77,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,All other Manufacturing,Other fabricated metal products,Machining,2,18,14.418507,0.202614,31,0.241374,5,0.402235,0.44287,954.685391
1085,,,1250,6000,4500,500,5000,2000,600,1000,3000,1250,1500,26600,Manufacture of prepared meals and dishes,10.287712,12.550747,12.135709,8.965784,12.287712,10.965784,9.228819,9.965784,11.550747,10.287712,10.550747,14.699139,0.000933,0.001595,0.00092,1.71032,0.986409,24,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco",Food products - other,Prepared meals and dishes,2,8,5.911657,0.428571,12,0.18085,5,0.386266,0.420046,153.938367
1623,,,4500,6000,1500,900,2500,3000,4000,3000,1500,6000,8000,40900,Manufacture of other builders' carpentry and joinery,12.135709,12.550747,10.550747,9.813781,11.287712,11.550747,11.965784,11.550747,10.550747,12.550747,12.965784,15.319813,0.001434,0.000798,0.000307,0.556168,0.213843,35,5,4,3,1,7,7,2,2,2,7,4,5,5,6,5,2,0,1,2,4,All other Manufacturing,"Wood,cork, straw,plaiting materials","Other builders  carpentry, joinery",2,6,4.474331,0.266667,4,0.129197,5,0.380148,0.412963,183.11747
4631,,,4000,4000,4000,400,2000,2500,4000,1750,300,3500,2250,28700,Wholesale of fruit and vegetables,11.965784,11.965784,11.965784,8.643856,10.965784,11.287712,11.965784,10.773139,8.228819,11.773139,11.135709,14.808763,0.001006,0.000638,0.000818,0.63407,0.812652,154,4,0,3,0,7,7,6,0,0,0,0,0,0,0,0,0,5,0,0,0,"Wholesale and retail,motor vehicle repair,sale of fuel","Food, beverages, tobacco wholesale",Fruit and vegetables,2,4,3.097101,0.5,3,0.114162,5,0.37422,0.402824,34.553481
3320,,,1750,1500,700,700,1250,2500,3500,2500,600,3000,1250,19250,Installation of industrial machinery and equipment,10.773139,10.550747,9.451211,9.451211,10.287712,11.287712,11.773139,11.287712,9.228819,11.550747,10.287712,14.232571,0.000675,0.000399,0.000143,0.590838,0.212028,117,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Machinery repair excluding motor vehicles,Repair/installation excl. household,"Industrial machinery, equipment",2,5,4.84996,0.6,6,0.056284,6,0.313862,0.335417,10.173779
6499,,,2000,700,17000,450,2500,350,4000,5000,350,1250,1000,34600,"Other financial service activities, except insurance and pension funding, n.e.c.",10.965784,9.451211,14.053247,8.813781,11.287712,8.451211,11.965784,12.287712,8.451211,10.287712,9.965784,15.078484,0.001213,0.000798,0.003475,0.657435,2.864831,256,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Financial, insurance, pension",Other financial services nec,2,9,7.246543,0.472222,17,0.174609,5,0.37422,0.408009,204.959031
5811,,,3000,500,12000,500,500,500,7000,800,75,250,150,25275,Book publishing,11.550747,8.965784,13.550747,8.965784,8.965784,8.965784,12.773139,9.643856,6.228819,7.965784,7.228819,14.625423,0.000886,0.00016,0.002453,0.179998,2.76832,233,11,8,6,7,6,5,4,7,5,6,1,4,7,7,6,6,3,5,5,3,Information and Communication,Publishing activities,Books,2,4,3.074328,0.166667,1,0.098705,5,0.371517,0.398889,161.268881
3030,,,7000,15000,500,1500,14000,2250,9000,19000,9000,6000,1250,84500,Manufacture of air and spacecraft and related machinery,12.773139,13.872675,8.965784,10.550747,13.773139,11.135709,13.135709,14.213712,13.135709,12.550747,10.287712,16.366664,0.002963,0.004466,0.000102,1.50751,0.034502,107,8,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture machinery, vehicle, transport",Other transport equipment,"Air, spacecraft and related m/c",2,7,5.77273,0.047619,1,0.090704,6,0.337079,0.365139,303.210757
3316,,,2250,600,600,300,900,2000,3000,2250,3500,800,450,16650,Repair and maintenance of aircraft and spacecraft,11.135709,9.228819,9.228819,8.228819,9.813781,10.965784,11.550747,11.135709,11.773139,9.643856,8.813781,14.023235,0.000584,0.000287,0.000123,0.491833,0.210118,115,8,2,2,6,8,8,7,6,7,2,4,5,5,6,5,2,0,1,2,4,Machinery repair excluding motor vehicles,Repair/installation excl. household,Aircraft and spacecraft,2,2,1.967038,0,0,0.011572,7,0.268657,0.283962,9.848911
2410,,,300,500,50,1500,900,400,300,350,8000,1750,8000,22050,Manufacture of basic iron and steel and of ferro-alloys,8.228819,8.965784,5.643856,10.550747,9.813781,8.643856,8.228819,8.451211,12.965784,10.773139,12.965784,14.428491,0.000773,0.000287,0.00001,0.371384,0.013222,70,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,All other Manufacturing,Basic metals,"Iron, steel, ferro-alloys",2,2,1.569615,1,1,0.059914,5,0.347826,0.374861,0
1012,,,5000,6000,100,300,700,600,50,1000,2000,5000,1500,22250,Processing and preserving of poultry meat,12.287712,12.550747,6.643856,8.228819,9.451211,9.228819,5.643856,9.965784,10.965784,12.287712,10.550747,14.441518,0.00078,0.000223,0.00002,0.286258,0.026206,12,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco","Food products - meat, fish","Poultry meat processing, preserving",2,5,4.624126,0.6,6,0.06749,5,0.344828,0.375556,331.714719
1061,,,1250,2250,400,50,1750,250,700,700,1000,700,300,9350,Manufacture of grain mill products,10.287712,11.135709,8.643856,5.643856,10.773139,7.965784,9.451211,9.451211,9.965784,9.451211,8.228819,13.190751,0.000328,0.000558,0.000082,1.703003,0.249445,19,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco",Food products - other,Grain mill products,2,3,2.552697,1,3,0.070259,5,0.350195,0.377407,0
1071,,,3000,7000,7000,3000,12000,7000,6000,6000,5000,6000,10000,72000,Manufacture of bread; manufacture of fresh pastry goods and cakes,11.550747,12.773139,12.773139,11.550747,13.550747,12.773139,12.550747,12.550747,12.287712,12.550747,13.287712,16.135709,0.002524,0.003828,0.001431,1.516484,0.566881,20,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco",Food products - other,"Bread; pastry goods, cakes",2,12,7.980374,0.272727,18,0.25984,5,0.393013,0.430231,328.239526
7211,,,1500,50,1250,250,225,700,2500,800,50,50,400,7775,Research and experimental development on biotechnology,10.550747,5.643856,10.287712,7.965784,7.813781,9.451211,11.287712,9.643856,5.643856,5.643856,8.643856,12.924627,0.000273,0.000072,0.000256,0.263312,0.937424,277,14,1,9,2,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Scientific research, development",Biotechnology,2,1,0.989699,0,0,0.00925,7,0.264317,0.279378,0
7219,,,27000,4000,16000,5000,6000,11000,34000,8000,2000,3000,5000,121000,Other research and experimental development on natural sciences and engineering,14.720672,11.965784,13.965784,12.287712,12.550747,13.425216,15.053247,12.965784,10.965784,11.550747,12.287712,16.884648,0.004242,0.001914,0.003271,0.451185,0.771012,278,14,1,9,2,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Scientific research, development","Other natural sciences, engineering",2,15,11.253803,0.152381,16,0.176346,6,0.358923,0.399398,1343.115183
4669,,,15000,8000,5000,3000,14000,7000,18000,10000,4500,16000,12000,112500,Wholesale of other machinery and equipment,13.872675,12.965784,12.287712,11.550747,13.773139,12.773139,14.135709,13.287712,12.135709,13.965784,13.550747,16.779565,0.003944,0.004466,0.001022,1.132308,0.259146,171,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Wholesale and retail,motor vehicle repair,sale of fuel","Other m/c, equipment wholesale",Other,2,20,15.532827,0.152632,29,0.283913,5,0.409556,0.451898,1507.3474
4799,,,2250,1500,3500,1500,3000,600,5000,2250,700,1000,1500,22800,"Other retail sale not in stores, stalls or markets",11.135709,10.550747,11.773139,10.550747,11.550747,9.228819,12.287712,11.135709,9.451211,9.965784,10.550747,14.476746,0.000799,0.000957,0.000715,1.197224,0.895075,208,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Wholesale and retail,motor vehicle repair,sale of fuel",Other retail,Other retail,2,1,0.989598,0,0,0.014501,6,0.290792,0.30537,0
9511,,,7000,2500,3500,800,4500,2500,7000,2000,350,2250,450,32850,Repair of computers and peripheral equipment,12.773139,11.287712,11.773139,9.643856,12.135709,11.287712,12.773139,10.965784,8.451211,11.135709,8.813781,15.003606,0.001152,0.001436,0.000715,1.246425,0.621239,355,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Other Service activities,"Repair computers,personal,household","Computers, peripheral equipment",2,6,4.95392,0.666667,10,0.12759,5,0.365112,0.396667,67.353617
3513,,,3000,8000,4500,3500,3500,7000,5000,3500,3000,2500,2500,46000,Distribution of electricity,11.550747,12.965784,12.135709,11.773139,11.773139,12.773139,12.287712,11.773139,11.550747,11.287712,11.287712,15.489346,0.001613,0.001117,0.00092,0.692308,0.570402,119,14,1,9,2,6,5,4,7,5,6,1,4,4,5,4,2,3,1,5,3,"Utilities, sewerage, waste and recycling","Electricity, gas, steam, air con",Electricity distribution,2,4,2.121485,0.166667,1,0.0618,6,0.319149,0.34287,77.162158
3511,,,1250,1750,2250,1000,2500,4500,2250,3000,4500,600,3000,26600,Production of electricity,10.287712,10.773139,11.135709,9.965784,11.287712,12.135709,11.135709,11.550747,12.135709,9.228819,11.550747,14.699139,0.000933,0.000798,0.00046,0.85516,0.493205,118,14,1,9,2,6,5,4,7,5,6,1,4,4,5,4,2,3,5,5,3,"Utilities, sewerage, waste and recycling","Electricity, gas, steam, air con",Electricity production,2,3,2.452886,0,0,0.01966,7,0.272315,0.292831,20.678728
1629,,,450,600,350,200,300,175,600,800,175,1500,500,5650,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting",8.813781,9.228819,8.451211,7.643856,8.228819,7.451211,9.228819,9.643856,7.451211,10.550747,8.965784,12.464035,0.000198,0.000096,0.000072,0.483128,0.361198,36,5,4,3,1,7,7,2,2,6,7,2,6,6,2,5,5,0,1,2,4,All other Manufacturing,"Wood,cork, straw,plaiting materials",Other products,2,1,0.98896,0,0,0.013829,6,0.283912,0.299259,0
3600,,,4500,2250,900,2500,1250,3500,4500,4000,2250,4500,3500,33650,"Water collection, treatment and supply",12.135709,11.135709,9.813781,11.287712,10.287712,11.773139,12.135709,11.965784,11.135709,12.135709,11.773139,15.038319,0.00118,0.000399,0.000184,0.337998,0.155949,123,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Utilities, sewerage, waste and recycling",Water and sewerage,"Water collection, treatment, supply",2,8,5.457809,0.392857,11,0.18402,5,0.387097,0.419352,148.449327
3700,,,6000,1250,3500,250,2250,1250,4000,1750,1000,1250,900,23400,Sewerage,12.550747,10.287712,11.773139,7.965784,11.135709,10.287712,11.965784,10.773139,9.965784,10.287712,9.813781,14.514221,0.00082,0.000718,0.000715,0.874894,0.872124,124,3,3,4,3,3,6,5,3,2,2,4,6,5,6,5,5,0,1,2,4,"Utilities, sewerage, waste and recycling",Water and sewerage,Sewerage,2,2,1.701769,1,1,0.061058,5,0.347826,0.37463,0
5530,,,4000,2000,100,1500,3000,2250,4000,8000,5000,1250,2500,33600,"Camping grounds, recreational vehicle parks and trailer parks",11.965784,10.965784,6.643856,10.550747,11.550747,11.135709,11.965784,12.965784,12.287712,10.287712,11.287712,15.036174,0.001178,0.000957,0.00002,0.812402,0.017353,227,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,Accommodation,"Camping, vehicle/trailer parks",2,8,4.117256,0.607143,17,0.279786,5,0.39173,0.423657,176.269255
5520,,,6000,4500,1500,600,4500,3500,5000,8000,3000,800,1500,38900,Holiday and other short stay accommodation,12.550747,12.135709,10.550747,9.228819,12.135709,11.773139,12.287712,12.965784,11.550747,9.643856,10.550747,15.247483,0.001364,0.001436,0.000307,1.052572,0.224837,226,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,Accommodation,Holiday and other short stay,2,5,3.702831,1,10,0.171834,6,0.330275,0.360694,0
2521,,,50,700,25,300,600,150,75,250,500,1500,800,4950,Manufacture of central heating radiators and boilers,5.643856,9.451211,4.643856,8.228819,9.228819,7.228819,6.228819,7.965784,8.965784,10.550747,9.643856,12.273213,0.000174,0.000191,0.000005,1.102897,0.029448,74,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,All other Manufacturing,Other fabricated metal products,"Central heating radiators, boilers",2,1,0.988749,0,0,0.020149,6,0.29484,0.309259,0
8220,,,4000,5000,6000,8000,16000,17000,12000,7000,5000,8000,17000,105000,Activities of call centres,11.965784,12.287712,12.550747,12.965784,13.965784,14.053247,13.550747,12.773139,12.287712,12.965784,14.053247,16.68003,0.003681,0.005104,0.001227,1.386499,0.333187,304,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Office admin, business support",Activities of call centres,2,23,12.414356,0.221344,56,0.417281,5,0.417633,0.460694,1265.522898
4532,,,5000,2500,3500,800,2250,2000,6000,3000,1500,6000,4000,36550,Retail trade of motor vehicle parts and accessories,12.287712,11.287712,11.773139,9.643856,11.135709,10.965784,12.550747,11.550747,10.550747,12.550747,11.965784,15.157584,0.001281,0.000718,0.000715,0.560124,0.558351,148,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,4,3,5,"Wholesale and retail,motor vehicle repair,sale of fuel","Motor vehicle/cycle trade, repair","Retail trade parts, accessories",2,5,2.988117,0.3,3,0.115361,5,0.372671,0.404861,155.886807
8560,,,2250,700,9000,900,2250,600,3500,800,800,1750,3000,25550,Educational support activities,11.135709,9.451211,13.135709,9.813781,11.135709,9.228819,11.773139,9.643856,9.643856,10.773139,11.550747,14.641036,0.000896,0.000718,0.00184,0.801273,2.053893,325,16,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Other education,Educational support activities,2,5,3.98138,0.5,5,0.07417,6,0.316067,0.341852,34.61928
8413,,,2500,2250,3000,4000,5000,4000,2500,2000,2250,1750,5000,34250,Regulation of and contribution to more efficient operation of businesses,11.287712,11.135709,11.550747,11.965784,12.287712,11.965784,11.287712,10.965784,11.135709,10.773139,12.287712,15.063816,0.001201,0.001595,0.000613,1.328307,0.510725,310,15,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Central/Local Gov. administration,Regulation business efficient ops,2,2,1.233134,1,1,0.011546,7,0.258993,0.27672,0
8430,,,1500,2500,6000,6000,10000,6000,3000,3000,3000,2000,4000,47000,Compulsory social security activities,10.550747,11.287712,12.550747,12.550747,13.287712,12.550747,11.550747,11.550747,11.550747,10.965784,11.965784,15.520373,0.001648,0.00319,0.001227,1.935936,0.744354,315,15,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Central/Local Gov. administration,Compulsory social security activities,2,4,1.292706,0.5,3,0.031708,6,0.288693,0.311852,43.636651
4652,,,4000,4000,4000,300,4000,2000,9000,2250,350,4500,2000,36400,Wholesale of electronic and telecommunications equipment and parts,11.965784,11.965784,11.965784,8.228819,11.965784,10.965784,13.135709,11.135709,8.451211,12.135709,10.965784,15.151651,0.001276,0.001276,0.000818,0.999879,0.640744,169,11,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Wholesale and retail,motor vehicle repair,sale of fuel",Information/comms equip wholesale,"Electronic, telecomms",2,9,7.425277,0.388889,14,0.204265,5,0.386681,0.420417,138.282233
4932,,,3000,1500,7000,2000,4000,3500,4500,2500,2250,3000,2000,35250,Taxi operation,11.550747,10.550747,12.773139,10.965784,11.965784,11.773139,12.135709,11.287712,11.135709,11.550747,10.965784,15.105336,0.001236,0.001276,0.001431,1.032499,1.157884,211,7,7,5,4,4,3,1,4,4,3,5,2,7,7,6,3,3,5,5,3,Transportation and Storage,"Land, pipeline transport",Taxi operation,2,3,1.976801,0,0,0.060315,7,0.313043,0.347249,104.122153
4939,,,6000,3000,8000,4000,10000,8000,6000,5000,4000,4500,4000,62500,Other passenger land transport n.e.c.,12.550747,11.550747,12.965784,11.965784,13.287712,12.965784,12.550747,12.287712,11.965784,12.135709,11.965784,15.931569,0.002191,0.00319,0.001635,1.455824,0.746339,212,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,4,3,5,Transportation and Storage,"Land, pipeline transport",Other passenger land transport,2,4,3.512742,0.333333,2,0.031597,6,0.308748,0.328843,30.083103
4329,,,4500,4500,4000,1500,3500,2500,4500,3500,2000,3000,3000,36500,Other construction installation,12.135709,12.135709,11.965784,10.550747,11.773139,11.287712,12.135709,11.773139,10.965784,11.550747,11.550747,15.155609,0.00128,0.001117,0.000818,0.872497,0.638989,138,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Specialised activities,Other construction installation,2,5,4.154126,0.1,1,0.078275,5,0.362903,0.392731,591.778365
7739,,,5000,2250,4500,1000,6000,6000,5000,2250,1000,6000,4000,43000,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",12.287712,11.135709,12.135709,9.965784,12.550747,12.550747,12.287712,11.135709,9.965784,12.550747,11.965784,15.392049,0.001508,0.001914,0.00092,1.269614,0.610197,290,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Business services,"Rental, leasing activities","Other machinery, equipment nec",2,5,4.158611,0.4,4,0.09893,5,0.363636,0.392824,56.134532
7732,,,5000,3000,2500,1500,7000,5000,6000,3000,1500,4000,4500,43000,Renting and leasing of construction and civil engineering machinery and equipment,12.287712,11.550747,11.287712,10.550747,12.773139,12.287712,12.550747,11.550747,10.550747,11.965784,12.135709,15.392049,0.001508,0.002233,0.000511,1.481217,0.338999,289,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Business services,"Rental, leasing activities","Construction machinery, equipment",2,7,5.443254,0.571429,12,0.118459,5,0.361809,0.395602,33.080016
7311,,,7000,2250,48000,1000,9000,4500,16000,6000,600,4000,12000,110350,Advertising agencies,12.773139,11.135709,15.550747,9.965784,13.135709,12.135709,13.965784,12.550747,9.228819,11.965784,13.550747,16.751727,0.003869,0.002871,0.009812,0.742094,2.536268,280,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Advertising,market research",Advertising agencies,2,22,15.538034,0.212121,49,0.453734,5,0.421546,0.463704,1308.065678
7312,,,800,300,9000,175,1250,600,3000,600,10,700,1500,17935,Media representation,9.643856,8.228819,13.135709,7.451211,10.287712,9.228819,11.550747,9.228819,3.321928,9.451211,10.550747,14.13049,0.000629,0.000399,0.00184,0.634158,2.925953,281,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Advertising,market research",Media representation,2,2,1.972231,1,1,0.027246,6,0.30025,0.316574,0
2030,,,1000,800,500,1750,2500,350,1500,900,800,1500,2000,13600,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",9.965784,9.643856,8.965784,10.773139,11.287712,8.451211,10.550747,9.813781,9.643856,10.550747,10.965784,13.731319,0.000477,0.000798,0.000102,1.672592,0.214367,50,5,4,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture coke, petroleum, chemicals, pharmaceuticals","Chemicals, chemical products","Paints, varnishes, printing ink etc",2,3,2.435465,0.666667,2,0.084865,5,0.356789,0.384583,10.383778
9103,,,1000,900,1500,800,900,2250,3000,1500,250,800,1000,13900,Operation of historical sites and buildings and similar visitor attractions,9.965784,9.813781,10.550747,9.643856,9.813781,11.135709,11.550747,10.550747,7.965784,9.643856,9.965784,13.762797,0.000487,0.000287,0.000307,0.589138,0.62922,342,16,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,"Libraries, archives, museums",Operating historical sites/buildings,2,2,1.420499,1,1,0.042667,7,0.28777,0.313108,0
9499,,,10000,8000,18000,9000,11000,8000,17000,12000,5000,11000,9000,118000,Activities of other membership organisations n.e.c.,13.287712,12.965784,14.135709,13.135709,13.425216,12.965784,14.053247,13.550747,12.287712,13.425216,13.135709,16.848427,0.004137,0.003509,0.00368,0.848203,0.88944,354,16,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,Membership organisations activities,Other nec,2,24,9.208107,0.293478,81,0.542787,6,0.383387,0.435046,1275.785088
3822,,,800,75,125,50,1250,2000,800,1500,350,175,225,7350,Treatment and disposal of hazardous waste,9.643856,6.228819,6.965784,5.643856,10.287712,10.965784,9.643856,10.550747,8.451211,7.451211,7.813781,12.843529,0.000258,0.000399,0.000026,1.547432,0.099163,127,14,1,9,2,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,"Utilities, sewerage, waste and recycling",Waste,"Hazardous treatment, disposal",2,2,1.95933,0,0,0.010823,7,0.265683,0.282851,14.018725
4931,,,8000,6000,52000,5000,10000,10000,12000,8000,4000,10000,10000,135000,Urban and suburban passenger land transport,12.965784,12.550747,15.666224,12.287712,13.287712,13.287712,13.550747,12.965784,11.965784,13.287712,13.287712,17.0426,0.004733,0.00319,0.01063,0.673993,2.245928,210,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,4,3,5,Transportation and Storage,"Land, pipeline transport",Urban/suburban passenger transport,2,8,3.895948,0.178571,5,0.071534,6,0.32345,0.351065,234.414166
4211,,,7000,4500,3500,2250,3500,4500,4000,5000,2000,3000,8000,47250,Construction of roads and motorways,12.773139,12.135709,11.773139,11.135709,11.773139,12.135709,11.965784,12.287712,10.965784,11.550747,12.965784,15.528027,0.001657,0.001117,0.000715,0.673993,0.431909,131,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Civil engineering,"Roads, motorways",2,5,3.443472,0.6,6,0.073067,7,0.318302,0.34961,212.65403
4221,,,1000,400,500,300,1250,350,400,700,150,250,600,5900,Construction of utility projects for fluids,9.965784,8.643856,8.965784,8.228819,10.287712,8.451211,8.643856,9.451211,7.228819,7.965784,9.228819,12.526499,0.000207,0.000399,0.000102,1.927733,0.494133,133,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Civil engineering,Utility - fluids,2,5,4.457467,0.9,9,0.075471,6,0.312772,0.339352,2.218042
4110,,,7000,3500,21000,1000,7000,4000,10000,6000,1250,2250,6000,69000,Development of building projects,12.773139,11.773139,14.358102,9.965784,12.773139,11.965784,13.287712,12.550747,10.287712,11.135709,12.550747,16.074309,0.002419,0.002233,0.004293,0.923077,1.774584,129,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Construction (including development of real estate),Construction of buildings,Building projects development,2,12,9.711187,0.257576,17,0.208336,6,0.35122,0.387361,209.226382
4724,,,4000,3500,6000,3000,6000,7000,5000,4000,3500,3500,4500,50000,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",11.965784,11.773139,12.550747,11.550747,12.550747,12.773139,12.287712,11.965784,11.773139,11.773139,12.135709,15.60964,0.001753,0.001914,0.001227,1.091868,0.699693,184,9,0,3,6,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - food etc,"Bread, cakes, confectionery",2,9,4.242235,0.555556,20,0.262112,6,0.343511,0.379491,87.796098
4645,,,2500,1750,10000,600,3000,1000,4000,1250,450,4500,1000,30050,Wholesale of perfume and cosmetics,11.287712,10.773139,13.287712,9.228819,11.550747,9.965784,11.965784,10.287712,8.813781,12.135709,9.965784,14.875077,0.001054,0.000957,0.002044,0.908376,1.940358,164,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Household goods wholesale,"Perfume, cosmetics",2,11,7.010645,0.472727,26,0.27372,6,0.351906,0.39088,123.247228
7021,,,600,450,14000,225,1250,700,2250,1000,200,700,500,21875,Public relations and communication activities,9.228819,8.813781,13.773139,7.813781,10.287712,9.451211,11.135709,9.965784,7.643856,9.451211,8.965784,14.416995,0.000767,0.000399,0.002862,0.519937,3.731696,272,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,Head offices; mgment consultancy,"Public relations, communication",2,2,1.884911,1,1,0.058755,6,0.318866,0.339444,0
7112,,,32000,18000,55000,26000,36000,48000,51000,43000,12000,30000,25000,376000,Engineering activities and related technical consultancy,14.965784,14.135709,15.747144,14.666224,15.135709,15.550747,15.63821,15.392049,13.550747,14.872675,14.60964,18.520373,0.013182,0.011484,0.011243,0.871171,0.852906,275,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Business services,"Architectural, eng/tech testing",Engineering/tech consultancy,2,38,22.67164,0.147937,104,0.482907,6,0.401338,0.461713,3142.498757
2640,,,600,350,300,75,175,500,1250,350,25,175,600,4400,Manufacture of consumer electronics,9.228819,8.451211,8.228819,6.228819,7.451211,8.965784,10.287712,8.451211,4.643856,7.451211,9.228819,12.103288,0.000154,0.000056,0.000061,0.361888,0.397553,84,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture computer, electronic, light electrical","Computer, electronic, optical",Consumer electronics,2,1,0.981964,0,0,0.024083,7,0.286624,0.305999,0
7010,,,29000,24000,84000,4500,17000,10000,42000,11000,4000,23000,21000,269500,Activities of head offices,14.823765,14.550747,16.358102,12.135709,14.053247,13.287712,15.358102,13.425216,11.965784,14.489346,14.358102,18.039926,0.009448,0.005423,0.017172,0.573957,1.817384,271,10,2,2,8,2,2,0,1,1,1,3,1,1,3,1,1,1,2,1,1,Business services,Head offices; mgment consultancy,Head office activities,2,34,19.874793,0.153298,86,0.56093,5,0.408627,0.465278,2466.32175
