Id,Label,timeset,east,east midlands,london,north east,north west,scotland,south east,south west,wales,west midlands,yorkshire and the humber,total,description,log_east,log_east_midlands,log_london,log_north_east,log_north_west,log_scotland,log_south_east,log_south_west,log_wales,log_west_midlands,log_yorkshire_and_the_humber,log_total,%total,%total north west,%total london,lq north west,lq london,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,mainindustry,mainactivity,subactivity,componentnumber,Degree,Weighted Degree,clustering,triangles,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
2221,,,1500,5000,1500,1750,4000,1750,1750,2250,600,2250,2500,24850,"Manufacture of plastic plates, sheets, tubes and profiles",10.550747,12.287712,10.550747,10.773139,11.965784,10.773139,10.773139,11.135709,9.228819,11.135709,11.287712,14.600958,0.000871,0.001276,0.000307,1.464612,0.351958,58,5,4,3,1,7,7,2,2,6,7,2,6,6,2,5,5,0,1,2,4,All other Manufacturing,Rubber and plastic products,"Plastic plates, sheets, tubes etc",2,6,5.423561,0.533333,8,0.08354,5,0.350195,0.382176,25.554411
6420,,,300,100,350,20,50,30,400,50,10,200,75,1585,Activities of holding companies,8.228819,6.643856,8.451211,4.321928,5.643856,4.906891,8.643856,5.643856,3.321928,7.643856,6.228819,10.630267,0.000056,0.000016,0.000072,0.287032,1.287553,252,0,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Business services,"Financial, insurance, pension",Holding companies activities,2,6,5.825413,0,0,0.072055,6,0.327571,0.353796,394.488893
510,,,0,75,0,200,0,225,0,0,600,0,900,2000,Mining of hard coal,,6.228819,,7.643856,,7.813781,,,9.228819,,9.813781,10.965784,0.00007,0,0,0,0,7,0,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Mining, Quarrying (inc extraction of petroleum and gas)",Mining of coal and lignite,Hard coal,2,1,0.995797,0,0,0.004062,7,0.246914,0.258016,0
5911,,,6000,350,31000,800,2000,3000,6000,2000,1750,1250,900,55050,"Motion picture, video and television programme production activities",12.550747,8.451211,14.919981,9.643856,10.965784,11.550747,12.550747,10.965784,10.773139,10.287712,9.813781,15.748455,0.00193,0.000638,0.006337,0.330569,3.283452,238,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Information and Communication,"Motion picture, video, radio, TV",Production activities,2,2,1.99136,0,0,0.006032,7,0.249135,0.263459,3.049835
6020,,,100,5,20000,35,3000,125,800,45,500,400,175,25185,Television programming and broadcasting activities,6.643856,2.321928,14.287712,5.129283,11.550747,6.965784,9.643856,5.491853,8.965784,8.643856,7.451211,14.620277,0.000883,0.000957,0.004088,1.083848,4.630355,242,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Information and Communication,"Motion picture, video, radio, TV","Television programming, broadcasting",2,5,4.019545,0,0,0.036719,7,0.285941,0.314702,462.367236
3522,,,350,150,500,50,900,1500,3000,450,900,1750,450,10000,Distribution of gaseous fuels through mains,8.451211,7.228819,8.965784,5.643856,9.813781,10.550747,11.550747,8.813781,9.813781,10.773139,8.813781,13.287712,0.000351,0.000287,0.000102,0.818901,0.291539,121,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Utilities, sewerage, waste and recycling","Electricity, gas, steam, air con",Mains gaseous fuels distribution,2,4,3.3661,0,0,0.020408,6,0.29316,0.313009,719.013894
3523,,,20,5000,100,0,4000,5000,5000,250,1500,3000,3000,26870,Trade of gas through mains,4.321928,12.287712,6.643856,,11.965784,12.287712,12.287712,7.965784,10.550747,11.550747,11.550747,14.713709,0.000942,0.001276,0.00002,1.354507,0.0217,122,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Utilities, sewerage, waste and recycling","Electricity, gas, steam, air con",Trade of mains gas,2,1,0.995703,0,0,0.00173,7,0.226843,0.236071,0
6130,,,35,10,600,800,800,5000,800,400,0,0,1000,9445,Satellite telecommunications activities,5.129283,3.321928,9.228819,9.643856,9.643856,12.287712,9.643856,8.643856,,,9.965784,13.205335,0.000331,0.000255,0.000123,0.770685,0.370404,244,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Information and Communication,Telecommunications,Satellite telecomms activities,2,3,2.737533,0.333333,1,0.066021,6,0.318302,0.34037,265.189674
1330,,,250,1000,700,200,1250,600,175,250,35,600,1250,6310,Finishing of textiles,7.965784,9.965784,9.451211,7.643856,10.287712,9.228819,7.451211,7.965784,5.129283,9.228819,10.287712,12.623424,0.000221,0.000399,0.000143,1.802477,0.646837,31,2,9,1,8,2,2,0,1,6,7,2,6,6,2,5,5,0,1,2,4,"Manufacture textiles, leather",Textiles,Finishing of textiles,2,1,0.995595,0,0,0.008329,6,0.281911,0.296343,0
6611,,,225,1000,2500,5,300,200,350,30,15,200,150,4975,Administration of financial markets,7.813781,9.965784,11.287712,2.321928,8.228819,7.643856,8.451211,4.906891,3.906891,7.643856,7.228819,12.280481,0.000174,0.000096,0.000511,0.548677,2.930038,259,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,Auxiliary financial services,Administration of financial markets,2,1,0.995561,0,0,0.01398,6,0.28436,0.298333,0
6492,,,3000,1250,4000,2250,4500,3500,6000,800,1250,3000,3500,33050,Other credit granting,11.550747,10.287712,11.965784,11.135709,12.135709,11.773139,12.550747,9.643856,10.287712,11.550747,11.773139,15.012363,0.001159,0.001436,0.000818,1.238882,0.705691,255,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Financial, insurance, pension",Other credit granting,2,13,8.890001,0.25641,20,0.288739,5,0.396913,0.435093,735.50824
9004,,,400,600,4500,450,1500,1500,1500,900,1000,600,800,13750,Operation of arts facilities,8.643856,9.228819,12.135709,8.813781,10.550747,10.550747,10.550747,9.813781,9.965784,9.228819,9.643856,13.747144,0.000482,0.000479,0.00092,0.992607,1.908254,339,16,6,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,"Creative, arts and entertainment",Operation of arts facilities,2,5,3.928156,0.4,4,0.07321,7,0.306644,0.339127,79.954993
9001,,,1250,1000,16000,900,3500,3000,4000,2000,1250,3000,1750,37650,Performing arts,10.287712,9.965784,13.965784,9.813781,11.773139,11.550747,11.965784,10.965784,10.287712,11.550747,10.773139,15.200362,0.00132,0.001117,0.003271,0.845847,2.477886,338,16,6,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,"Creative, arts and entertainment",Performing arts,2,2,1.440313,1,1,0.02145,7,0.265487,0.28797,0
3521,,,600,1500,300,20,600,225,500,30,50,2500,150,6475,Manufacture of gas,9.228819,10.550747,8.228819,4.321928,9.228819,7.813781,8.965784,4.906891,5.643856,11.287712,7.228819,12.660664,0.000227,0.000191,0.000061,0.843141,0.270152,120,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Utilities, sewerage, waste and recycling","Electricity, gas, steam, air con",Gas manufacture,2,1,0.995334,0,0,0.00173,7,0.226843,0.236071,0
8122,,,2500,1500,3500,1750,3000,2250,3000,1500,800,1250,2500,23550,Other building and industrial cleaning activities,11.287712,10.550747,11.773139,10.773139,11.550747,11.135709,11.550747,10.550747,9.643856,10.287712,11.287712,14.523439,0.000826,0.000957,0.000715,1.159096,0.866569,299,10,2,2,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Business services,"Buildings, landscape activities",Other industrial cleaning,2,3,2.128559,0,0,0.042586,6,0.302775,0.329954,73.128003
2811,,,4000,6000,40,1750,500,400,1750,350,1000,2000,700,18490,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",11.965784,12.550747,5.321928,10.773139,8.965784,8.643856,10.773139,8.451211,9.965784,10.965784,9.451211,14.174458,0.000648,0.00016,0.000008,0.246049,0.012614,92,1,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture machinery, vehicle, transport",General machinery,"Engines, turbines",2,9,7.53104,0.194444,7,0.138882,5,0.375783,0.410694,855.130047
4332,,,9000,4000,4000,1250,8000,8000,11000,7000,1000,6000,5000,64250,Joinery installation,13.135709,11.965784,11.965784,10.287712,12.965784,12.965784,13.425216,12.773139,9.965784,12.550747,12.287712,15.971409,0.002253,0.002552,0.000818,1.132937,0.363005,139,5,4,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Specialised activities,Joinery installation,2,5,4.106954,0.2,2,0.067637,6,0.332103,0.361574,193.918088
2822,,,1250,1750,700,1250,2000,1500,2500,1500,500,3000,1500,17450,Manufacture of lifting and handling equipment,10.287712,10.773139,9.451211,10.287712,10.965784,10.550747,11.287712,10.550747,8.965784,11.550747,10.550747,14.090939,0.000612,0.000638,0.000143,1.042854,0.233899,96,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture machinery, vehicle, transport",General machinery,"Lifting, handling equipment",2,3,2.961583,1,3,0.032048,6,0.299252,0.318889,0
2920,,,1500,1250,125,300,3500,500,1000,1250,600,2250,5000,17275,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,10.550747,10.287712,6.965784,8.228819,11.773139,8.965784,9.965784,10.287712,9.228819,11.135709,12.287712,14.076398,0.000606,0.001117,0.000026,1.843482,0.042191,103,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,1,2,4,"Manufacture machinery, vehicle, transport","Motor vehicles,trailers/semitrailer","Motor vehicle coachwork,trailer",2,4,3.66085,0,0,0.048232,6,0.318021,0.340741,22.00076
2910,,,4000,4000,4000,8000,12000,2500,8000,3500,2500,28000,2250,78750,Manufacture of motor vehicles,11.965784,11.965784,11.965784,12.965784,13.550747,11.287712,12.965784,11.773139,11.287712,14.773139,11.135709,16.264992,0.002761,0.003828,0.000818,1.386499,0.296166,102,7,8,6,7,6,5,4,7,5,6,1,4,4,5,4,3,3,5,5,4,"Manufacture machinery, vehicle, transport","Motor vehicles,trailers/semitrailer",Manufacture of motor vehicles,2,6,3.014013,0.266667,4,0.174573,5,0.390033,0.421204,134.398309
3811,,,4500,4000,8000,450,11000,5000,8000,5000,2500,4500,6000,58950,Collection of non-hazardous waste,12.135709,11.965784,12.965784,8.813781,13.425216,12.287712,12.965784,12.287712,11.287712,12.135709,12.550747,15.847204,0.002067,0.003509,0.001635,1.697844,0.791284,125,7,7,5,4,4,3,1,4,4,3,5,2,2,6,5,2,0,1,2,4,"Utilities, sewerage, waste and recycling",Waste,Non-hazardous waste collection,2,7,4.434698,0.238095,5,0.116542,5,0.380148,0.41125,384.646688
3821,,,3000,1250,1500,1750,3500,2500,5000,3500,1750,1750,1750,27250,Treatment and disposal of non-hazardous waste,11.550747,10.287712,10.550747,10.773139,11.773139,11.287712,12.287712,11.773139,10.773139,10.773139,10.773139,14.733969,0.000955,0.001117,0.000307,1.168666,0.32096,126,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,0,1,2,4,"Utilities, sewerage, waste and recycling",Waste,"Non-hazardous treatment, disposal",2,3,2.287608,1,3,0.074267,5,0.35503,0.382176,0
7911,,,3500,3500,15000,2250,8000,4500,7000,3000,1500,6000,3500,57750,Travel agency activities,11.773139,11.773139,13.872675,11.135709,12.965784,12.135709,12.773139,11.550747,10.550747,12.550747,11.773139,15.817533,0.002025,0.002552,0.003066,1.260454,1.514487,294,8,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Business services,"Travel agency, tour operators",Travel agency activities,2,8,3.694325,0.392857,11,0.206208,6,0.345158,0.37963,78.499
7912,,,2000,2000,8000,400,2500,1250,5000,1500,1250,2500,1000,27400,Tour operator activities,10.965784,10.965784,12.965784,8.643856,11.287712,10.287712,12.287712,10.550747,10.287712,11.287712,9.965784,14.741888,0.000961,0.000798,0.001635,0.830192,1.702416,295,8,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Business services,"Travel agency, tour operators",Tour operator activities,2,4,2.228626,0.833333,5,0.121369,7,0.309278,0.343082,3.208135
7220,,,1750,100,1250,125,150,1500,1250,450,175,75,175,7000,Research and experimental development on social sciences and humanities,10.773139,6.643856,10.287712,6.965784,7.228819,10.550747,10.287712,8.813781,7.451211,6.228819,7.451211,12.773139,0.000245,0.000048,0.000256,0.194976,1.04121,279,14,1,9,2,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Scientific research, development","Social sciences, humanities",2,2,1.973066,0,0,0.020663,6,0.299501,0.314583,2.2
7320,,,2000,1750,20000,1000,2250,1000,12000,1000,175,2250,6000,49425,Market research and public opinion polling,10.965784,10.773139,14.287712,9.965784,11.135709,9.965784,13.550747,9.965784,7.451211,11.135709,12.550747,15.592953,0.001733,0.000718,0.004088,0.414214,2.359443,282,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Advertising,market research","Market research, public polling",2,8,4.851136,0.321429,9,0.236063,5,0.396913,0.429537,296.272842
9319,,,2500,2000,6000,600,4500,4000,6000,2500,2000,2250,2500,34850,Other sports activities,11.287712,10.965784,12.550747,9.228819,12.135709,11.965784,12.550747,11.287712,10.965784,11.135709,11.287712,15.088871,0.001222,0.001436,0.001227,1.174894,1.003864,348,16,6,10,6,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,Sports activities and recreation,Other sports activities,2,6,4.234657,0.666667,10,0.138183,6,0.330882,0.367222,56.931316
8551,,,2000,1500,2250,600,1000,1250,4000,1000,700,1250,2250,17800,Sports and recreation education,10.965784,10.550747,11.135709,9.228819,9.965784,10.287712,11.965784,9.965784,9.451211,10.287712,11.135709,14.11959,0.000624,0.000319,0.00046,0.511174,0.737036,322,16,6,10,6,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health","Sports, recreation education","Sports, recreation education",2,4,3.26045,1,6,0.08355,6,0.309544,0.337037,0
8219,,,1500,1250,4000,700,800,800,1500,1250,100,400,900,13200,"Photocopying, document preparation and other specialised office support activities",10.550747,10.287712,11.965784,9.451211,9.643856,9.643856,10.550747,10.287712,6.643856,8.643856,9.813781,13.68825,0.000463,0.000255,0.000818,0.551449,1.766901,303,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,5,3,5,5,3,Business services,"Office admin, business support",Specialised office support,2,4,3.899308,0.166667,1,0.063773,6,0.324617,0.348565,65.460759
4666,,,3000,1500,3000,200,1500,1250,2500,1250,800,3000,1750,19750,Wholesale of other office machinery and equipment,11.550747,10.550747,11.550747,7.643856,10.550747,10.287712,11.287712,10.287712,9.643856,11.550747,10.773139,14.269565,0.000692,0.000479,0.000613,0.691056,0.885687,170,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel","Other m/c, equipment wholesale","Other office m/c, equipment",2,4,3.946773,0.333333,2,0.032623,6,0.299501,0.319398,12.752151
4618,,,2000,1000,1500,15,1000,400,4000,2000,300,500,500,13215,Agents specialised in the sale of other particular products,10.965784,9.965784,10.550747,3.906891,9.965784,8.643856,11.965784,10.965784,8.228819,8.965784,8.965784,13.689889,0.000463,0.000319,0.000307,0.688528,0.661836,153,14,1,9,2,1,1,2,2,2,2,4,5,5,6,5,5,0,1,2,4,"Wholesale and retail,motor vehicle repair,sale of fuel",Fee/contract - wholesale,Other particular products,2,1,0.993843,0,0,0.005954,6,0.27088,0.283009,0
4646,,,6000,4500,7000,1000,7000,3000,22000,2500,1750,4500,4000,63250,Wholesale of pharmaceutical goods,12.550747,12.135709,12.773139,9.965784,12.773139,11.550747,14.425216,11.287712,10.773139,12.135709,11.965784,15.948778,0.002218,0.002233,0.001431,1.006993,0.645303,165,14,1,9,2,1,1,2,2,2,2,4,5,5,6,5,5,0,1,2,4,"Wholesale and retail,motor vehicle repair,sale of fuel",Household goods wholesale,Pharmaceutical goods,2,8,6.844072,0.214286,6,0.10716,5,0.371134,0.402315,683.456616
4531,,,9000,5000,7000,1750,6000,4500,9000,6000,2500,10000,7000,67750,Wholesale trade of motor vehicle parts and accessories,13.135709,12.287712,12.773139,10.773139,12.550747,12.135709,13.135709,12.550747,11.287712,13.287712,12.773139,16.047933,0.002375,0.001914,0.001431,0.805807,0.602442,147,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,4,2,4,"Wholesale and retail,motor vehicle repair,sale of fuel","Motor vehicle/cycle trade, repair","Wholesale trade parts, accessories",2,9,7.71875,0.25,9,0.085491,6,0.324617,0.353796,423.367153
2211,,,15,300,0,0,800,800,0,1000,20,1750,45,4730,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,3.906891,8.228819,,,9.643856,9.643856,,9.965784,4.321928,10.773139,5.491853,12.207624,0.000166,0.000255,0,1.538926,0,56,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,4,2,4,All other Manufacturing,Rubber and plastic products,"Rubber tyres, tubes, retreading",2,1,0.993835,0,0,0.004954,7,0.245232,0.25711,0
4759,,,9000,8000,15000,2500,14000,7000,15000,9000,5000,8000,5000,97500,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",13.135709,12.965784,13.872675,11.287712,13.773139,12.773139,13.872675,13.135709,12.287712,12.965784,12.287712,16.573115,0.003418,0.004466,0.003066,1.306509,0.897042,193,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - household,"Furniture, lighting, other",2,15,9.33211,0.380952,40,0.352434,5,0.393873,0.434861,781.203176
2341,,,20,800,150,15,100,50,350,25,15,4000,15,5540,Manufacture of ceramic household and ornamental articles,4.321928,9.643856,7.228819,3.906891,6.643856,5.643856,8.451211,4.643856,3.906891,11.965784,3.906891,12.43567,0.000194,0.000032,0.000031,0.16424,0.157873,65,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,All other Manufacturing,Porcelain and ceramic products,"Ceramic household, ornamental",2,1,0.993828,0,0,0.016805,6,0.282797,0.297639,0
1089,,,1000,9000,3000,700,3500,1750,2500,1500,2250,2250,2500,29950,Manufacture of other food products n.e.c.,9.965784,13.135709,11.550747,9.451211,11.773139,10.773139,11.287712,10.550747,11.135709,11.135709,11.287712,14.870268,0.00105,0.001117,0.000613,1.063311,0.584051,25,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco",Food products - other,Other food products nec,2,9,8.23789,0.388889,14,0.101837,5,0.35538,0.389444,36.319121
1084,,,700,1250,175,125,1250,100,1000,800,700,450,1250,7800,Manufacture of condiments and seasonings,9.451211,10.287712,7.451211,6.965784,10.287712,6.643856,9.965784,9.643856,9.451211,8.813781,10.287712,12.929258,0.000273,0.000399,0.000036,1.458157,0.130819,23,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco",Food products - other,Condiments and seasonings,2,2,1.753555,1,1,0.057529,5,0.342531,0.369769,0
5913,,,500,15,4500,35,50,35,600,50,15,450,10,6260,"Motion picture, video and television programme distribution activities",8.965784,3.906891,12.135709,5.129283,5.643856,5.129283,9.228819,5.643856,3.906891,8.813781,3.321928,12.611947,0.000219,0.000016,0.00092,0.072675,4.191451,239,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Information and Communication,"Motion picture, video, radio, TV",Distribution activities,2,1,0.993593,0,0,0.002491,8,0.222497,0.235479,0
2599,,,2500,4000,1000,1750,3000,1750,3000,2500,2000,6000,3500,31000,Manufacture of other fabricated metal products n.e.c.,11.287712,11.965784,9.965784,10.773139,11.550747,10.773139,11.550747,11.287712,10.965784,12.550747,11.773139,14.919981,0.001087,0.000957,0.000204,0.880539,0.18809,79,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,All other Manufacturing,Other fabricated metal products,Other fabricated metal products nec,2,4,3.319676,0.833333,5,0.087053,5,0.36036,0.390833,31.839078
2511,,,4500,5000,1500,3000,5000,5000,4500,3500,3500,7000,8000,50500,Manufacture of metal structures and parts of structures,12.135709,12.287712,10.550747,11.550747,12.287712,12.287712,12.135709,11.773139,11.773139,12.773139,12.965784,15.623996,0.00177,0.001595,0.000307,0.900881,0.173191,72,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,All other Manufacturing,Other fabricated metal products,"Metal structures, parts of",2,12,10.342122,0.272727,18,0.149384,5,0.37422,0.4125,461.131274
6491,,,450,75,900,10,900,100,2000,300,150,400,75,5360,Financial leasing,8.813781,6.228819,9.813781,3.321928,9.813781,6.643856,10.965784,8.228819,7.228819,8.643856,6.228819,12.388017,0.000188,0.000287,0.000184,1.527801,0.979048,254,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Financial, insurance, pension",Financial leasing,2,2,1.869588,1,1,0.027114,6,0.293878,0.311528,0
2651,,,7000,4500,1250,900,4500,4500,10000,7000,1750,4000,3000,48400,"Manufacture of instruments and appliances for measuring, testing and navigation",12.773139,12.135709,10.287712,9.813781,12.135709,12.135709,13.287712,12.773139,10.773139,11.965784,11.550747,15.562719,0.001697,0.001436,0.000256,0.845972,0.150588,85,14,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture computer, electronic, light electrical","Computer, electronic, optical","Measuring, testing appliances",2,11,9.122749,0.127273,7,0.139795,5,0.380952,0.417731,1290.229975
2630,,,1250,1250,500,350,1750,450,3500,700,1250,1000,1500,13500,Manufacture of communication equipment,10.287712,10.287712,8.965784,8.451211,10.773139,8.813781,11.773139,9.451211,10.287712,9.965784,10.550747,13.720672,0.000473,0.000558,0.000102,1.179487,0.215955,83,14,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,"Manufacture computer, electronic, light electrical","Computer, electronic, optical",Communication equipment,2,1,0.99322,0,0,0.00766,6,0.276074,0.289907,0
4772,,,4500,3000,13000,1750,6000,3500,8000,4500,1750,4000,4000,54000,Retail sale of footwear and leather goods in specialised stores,12.135709,11.550747,13.666224,10.773139,12.550747,11.773139,12.965784,12.135709,10.773139,11.965784,11.965784,15.720672,0.001893,0.001914,0.002657,1.010989,1.403705,200,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - other,"Footwear, leather goods",2,18,10.635473,0.424837,65,0.397062,6,0.357143,0.40213,446.444901
1520,,,125,1750,300,0,800,10,45,100,20,50,15,3215,Manufacture of footwear,6.965784,10.773139,8.228819,,9.643856,3.321928,5.491853,6.643856,4.321928,5.643856,3.906891,11.650603,0.000113,0.000255,0.000061,2.264112,0.544085,33,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Manufacture textiles, leather",Leather goods,Footwear,2,1,0.993129,0,0,0.018474,7,0.26335,0.279868,0
6630,,,450,100,29000,75,1250,5000,3000,350,400,400,700,40725,Fund management activities,8.813781,6.643856,14.823765,6.228819,10.287712,12.287712,11.550747,8.451211,8.643856,8.643856,9.451211,15.313627,0.001428,0.000399,0.005928,0.279279,4.152056,265,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,Auxiliary financial services,Fund management activities,2,9,6.551127,0.305556,11,0.15746,5,0.382979,0.416019,400.800427
6430,,,500,75,8000,45,500,450,1500,300,75,150,600,12195,"Trusts, funds and similar financial entities",8.965784,6.228819,12.965784,5.491853,8.965784,8.813781,10.550747,8.228819,6.228819,7.228819,9.228819,13.574002,0.000428,0.00016,0.001635,0.373059,3.825026,253,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Financial, insurance, pension","Trusts, funds, similar financial",2,5,4.628472,0.5,5,0.057228,6,0.307167,0.328796,4.237715
1013,,,3500,4500,1250,500,3500,2500,1250,1750,1750,3000,7000,30500,Production of meat and poultry meat products,11.773139,12.135709,10.287712,8.965784,11.773139,11.287712,10.287712,10.773139,10.773139,11.550747,12.773139,14.896522,0.001069,0.001117,0.000256,1.044136,0.238966,13,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,"Manufacture food, drink, tobacco","Food products - meat, fish","Meat, poultry meat production",2,8,7.472689,0.357143,10,0.081025,5,0.3485,0.382037,577.339554
4647,,,1250,1750,2250,400,3500,600,2250,3000,600,3000,1250,19850,"Wholesale of furniture, carpets and lighting equipment",10.287712,10.773139,11.135709,8.643856,11.773139,9.228819,11.135709,11.550747,9.228819,11.550747,10.287712,14.276851,0.000696,0.001117,0.00046,1.60434,0.660919,166,0,6,7,6,8,8,1,4,4,3,5,2,2,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Household goods wholesale,"Furniture, carpets, lighting",2,1,0.992829,0,0,0.017521,6,0.290089,0.304722,0
4649,,,6000,3500,7000,1500,12000,2000,11000,4500,1250,6000,8000,62750,Wholesale of other household goods,12.550747,11.773139,12.773139,10.550747,13.550747,10.965784,13.425216,12.135709,10.287712,12.550747,12.965784,15.937328,0.0022,0.003828,0.001431,1.740029,0.650445,167,0,6,7,6,8,8,1,4,4,3,5,2,2,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Household goods wholesale,Other,2,18,12.051691,0.20915,32,0.362874,5,0.408163,0.449907,1215.753702
4673,,,14000,9000,13000,4500,12000,10000,18000,10000,5000,15000,11000,121500,"Wholesale of wood, construction materials and sanitary equipment",13.773139,13.135709,13.666224,12.135709,13.550747,13.287712,14.135709,13.287712,12.287712,13.872675,13.425216,16.890597,0.00426,0.003828,0.002657,0.898657,0.623869,174,5,4,3,1,7,7,2,2,6,7,2,6,6,2,5,5,0,1,2,4,"Wholesale and retail,motor vehicle repair,sale of fuel",Other wholesale,"Wood, construction, sanitary equip",2,19,13.844569,0.169591,29,0.27255,5,0.39604,0.439676,1058.356699
4613,,,600,500,450,5,600,175,1000,1000,100,175,200,4805,Agents involved in the sale of timber and building materials,9.228819,8.965784,8.813781,2.321928,9.228819,7.451211,9.965784,9.965784,6.643856,7.451211,7.643856,12.230321,0.000168,0.000191,0.000092,1.136179,0.546066,150,5,4,3,1,7,7,2,2,6,7,2,6,6,2,5,5,0,1,2,4,"Wholesale and retail,motor vehicle repair,sale of fuel",Fee/contract - wholesale,"Timber, building materials",2,1,0.992627,0,0,0.013829,6,0.283912,0.299259,0
5223,,,5000,600,14000,900,6000,6000,12000,3000,400,1750,1000,50650,Service activities incidental to air transportation,12.287712,9.228819,13.773139,9.813781,12.550747,12.550747,13.550747,11.550747,8.643856,10.773139,9.965784,15.628275,0.001776,0.001914,0.002862,1.077856,1.611665,220,8,2,2,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Transportation and Storage,"Warehousing, transport support",Incidental air service,2,5,3.277852,0.3,3,0.100777,6,0.323741,0.35338,89.230978
5819,,,4500,300,6000,350,1500,250,3500,1000,100,300,2000,19800,Other publishing activities,12.135709,8.228819,12.550747,8.451211,10.550747,7.965784,11.773139,9.965784,6.643856,8.228819,10.965784,14.273213,0.000694,0.000479,0.001227,0.689311,1.766901,236,11,8,6,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Information and Communication,Publishing activities,Other publishing activities,2,2,1.964917,0,0,0.024853,7,0.280592,0.300238,4.345788
